specific_name,species_url,wfo_id
Pinanga badia Hodel,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05262,wfo-0000273627
Pinanga disticha (Roxb.) H.Wendl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05263,wfo-0000273681
Pinanga fractiflexa Hodel,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05264,wfo-0000273688
Pinanga malaiana (Mart.) Scheff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05265,wfo-0000273735
Pinanga paradoxa (Griff.) Scheff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05266,wfo-0000273756
Pinanga perakensis Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05268,wfo-0000273767
Pinanga polymorpha Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05269,wfo-0000273771
Pinanga riparia Ridl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05270,wfo-0000273781
Pinanga scortechinii Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05271,wfo-0000273793
Pinanga simplicifrons (Miq.) Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05272,wfo-0000273798
Pinanga subintegra Ridl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05274,wfo-0000273809
Pinanga sylvestris (Lour.) Hodel,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05276,wfo-0000273812
Pinanga watanaiana C.K.Lim,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05277,wfo-0000273833
Caryota mitis Lour.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05165,wfo-0000809552
Caryota maxima Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05164,wfo-0000809531
Caryota obtusa Griff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05166,wfo-0000809593
Caryota kiriwongensis Hodel ex Hodel,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05163,wfo-0000809498
Caryota kiriwongensis Hodel ex Hodel,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05163,wfo-0000809498
Caryota maxima Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05164,wfo-0000809531
Caryota mitis Lour.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05165,wfo-0000809552
Caryota obtusa Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05166,wfo-0000809593
Rhapis laosensis Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05286,wfo-0000296176
Rhapis subtilis Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05287,wfo-0000296185
Rhapis laosensis Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05286,wfo-0000296176
Rhapis subtilis Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05287,wfo-0000296185
Borassus flabellifer L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05105,wfo-0000350367
Corypha lecomtei Becc. ex Lecomte,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05170,wfo-0000925821
Corypha utan Lam.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05171,wfo-0000925853
Corypha lecomtei Becc. ex Lecomte,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05170,wfo-0000925821
Corypha utan Lam.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05171,wfo-0000925853
Livistona saribus (Lour.) Merr. ex A.Chev.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05233,wfo-0000230452
Livistona speciosa Kurz,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05234,wfo-0000230454
Livistona jenkinsiana Griff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05232,wfo-0000230418
Livistona jenkinsiana Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05232,wfo-0000230418
Livistona saribus (Lour.) Merr. ex A.Chev.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05233,wfo-0000230452
Livistona speciosa Kurz,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05234,wfo-0000230454
Pholidocarpus macrocarpus Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05256,wfo-0000269816
Kerriodoxa elegans J.Dransf.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05207,wfo-0000220954
Borassodendron machadonis (Ridl.) Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05103,wfo-0000350280
Trachycarpus oreophilus Gibbons & Spanner,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05294,wfo-0000326536
Maxburretia furtadoana J.Dransf.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05236,wfo-0000238118
Maxburretia gracilis(Burret) J.Dransf.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05237,wfo-0000238119
Maxburretia furtadoana J.Dransf.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05236,wfo-0000238118
Maxburretia gracilis(Burret) J.Dransf.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05237,wfo-0000238119
Phoenix roebelenii O’Brien,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05254,wfo-0000269803
Phoenix loureiroi Kunth,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05252,wfo-0000269784
Phoenix paludosa Roxb.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05253,wfo-0000269791
Phoenix loureiroi Kunth,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05252,wfo-0000269784
Phoenix paludosa Roxb.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05253,wfo-0000269791
Phoenix roebelenii O’Brien,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05254,wfo-0000269803
Wallichia disticha T.Anderson,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05297,wfo-0000333791
Wallichia marianneae Hodel,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05298,wfo-0000333794
Wallichia caryotoides Roxb.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05296,wfo-0000333786
Wallichia caryotoides Roxb.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05296,wfo-0000333786
Wallichia disticha T.Anderson,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05297,wfo-0000333791
Wallichia marianneae Hodel,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05298,wfo-0000333794
Nypa fruticans Wurmb,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05245,wfo-0000252566
Orania sylvicola (Griff.) H.E.Moore,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05250,wfo-0000258670
Cyrtostachys renda Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05173,wfo-0000936248
Nenga macrocarpa Scort. ex Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05241,wfo-0000249904
Nenga pumila (Blume) H.Wendl.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05242,wfo-0000249909
Nenga macrocarpa Scort. ex Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05241,wfo-0000249904
Nenga pumila (Blume) H.Wendl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05242,wfo-0000249909
Areca laosensis Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05092,wfo-0000262620
Areca tunku J.Dransf. & C.K.Lim,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05095,wfo-0000263373
Areca triandra Roxb. ex Buch.-Ham.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05094,wfo-0000263352
Areca montana Ridl.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05093,wfo-0000262825
Areca laosensis Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05092,wfo-0000262620
Areca montana Ridl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05093,wfo-0000262825
Areca triandra Roxb. ex Buch.-Ham.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05094,wfo-0000263352
Areca tunku J.Dransf. & C.K.Lim,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05095,wfo-0000263373
Oncosperma horridum (Griff.) Scheff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05247,wfo-0000256781
Oncosperma tigillarium (Jack) Ridl.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05248,wfo-0000256784
Oncosperma horridum (Griff.) Scheff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05247,wfo-0000256781
Oncosperma tigillarium (Jack) Ridl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05248,wfo-0000256784
Korthalsia flagellaris Miq.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05209,wfo-0000221418
Korthalsia laciniosa (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05210,wfo-0000221427
Korthalsia rigida Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05211,wfo-0000221437
Korthalsia rostrata Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05212,wfo-0000221442
Korthalsia scortechinii Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05213,wfo-0000221447
Korthalsia flagellaris Miq.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05209,wfo-0000221418
Korthalsia laciniosa (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05210,wfo-0000221427
Korthalsia rigida Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05211,wfo-0000221437
Korthalsia rostrata Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05212,wfo-0000221442
Korthalsia scortechinii Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05213,wfo-0000221447
Calamus acanthophyllus Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05107,wfo-0000753883
Calamus temii T.Evans,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05156,wfo-0000342751
Calamus concinnus Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05119,wfo-0000754826
Calamus arborescens Griff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05109,wfo-0000754099
Calamus castaneus Griff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05118,wfo-0000754686
Calamus sedens J.Dransf.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05150,wfo-0000760138
Calamus erectus Roxb.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05122,wfo-0000755551
Calamus erinaceus (Becc.) J.Dransf.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05123,wfo-0000755604
Calamus wailong S.J.Pei & S.Y.Chen,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05161,wfo-0000761185
Calamus manan Miq.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05137,wfo-0000757564
Calamus caesius Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05117,wfo-0000754622
Calamus laevigatus Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05134,wfo-0000757035
Calamus viridispinus Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05160,wfo-0000761133
Calamus oxleyanus Teijsm. & Binn. ex Miq.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05141,wfo-0000758754
Calamus axillaris Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05110,wfo-0000754207
Calamus nambariensis Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05138,wfo-0000758325
Calamus palustris Griff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05142,wfo-0000758896
Calamus blumei Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05112,wfo-0000754415
Calamus platyspathus Mart. ex Kunth,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05145,wfo-0000759276
Calamus griseus J.Dransf.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05127,wfo-0000756193
Calamus longisetus Griff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05135,wfo-0000757412
Calamus viminalis Willd.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05159,wfo-0000761041
Calamus henryanus Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05129,wfo-0000756324
Calamus siamensis Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05152,wfo-0000760236
Calamus javensis Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05133,wfo-0000756737
Calamus pandanosmus Furtado,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05143,wfo-0000758959
Calamus oligostachys T.Evans et al.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05139,wfo-0000758591
Calamus solitarius T.Evans et al.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05153,wfo-0000760385
Calamus tetradactylus Hance,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05158,wfo-0000760696
Calamus ornatus Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05140,wfo-0000758656
Calamus rudentum Lour.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05148,wfo-0000759895
Calamus flagellum Griff. ex Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05125,wfo-0000755864
Calamus scipionum Lour.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05149,wfo-0000760097
Calamus poilanei Conrard,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05146,wfo-0000759317
Calamus peregrinus Furtado,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05144,wfo-0000759145
Calamus acanthospathus Griff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05108,wfo-0000753905
Calamus speciosissimus Furtado,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05154,wfo-0000760429
Calamus guruba Buch.-Ham.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05128,wfo-0000756214
Calamus setulosus J.Dransf.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05151,wfo-0000760224
Calamus balingensis Furtado,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05111,wfo-0000754262
Calamus exilis Griff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05124,wfo-0000755625
Calamus radulosus Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05147,wfo-0000759596
Calamus spectatissimus Furtado,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05155,wfo-0000760452
Calamus godefroyi Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05126,wfo-0000756063
Calamus densiflorus Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05120,wfo-0000755027
Calamus diepenhorstii Miq.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05121,wfo-0000755089
Calamus tenuis Roxb.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05157,wfo-0000760674
Calamus luridus Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05136,wfo-0000757433
Calamus burkillianus Becc. ex Ridl.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05116,wfo-0000754589
Calamus acanthophyllus Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05107,wfo-0000753883
Calamus acanthospathus Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05108,wfo-0000753905
Calamus arborescens Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05109,wfo-0000754099
Calamus axillaris Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05110,wfo-0000754207
Calamus balingensis Furtado,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05111,wfo-0000754262
Calamus blumei Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05112,wfo-0000754415
Calamus bousigonii Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05113,
Calamus burkillianus Becc. ex Ridl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05116,wfo-0000754589
Calamus caesius Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05117,wfo-0000754622
Calamus castaneus Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05118,wfo-0000754686
Calamus concinnus Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05119,wfo-0000754826
Calamus densiflorus Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05120,wfo-0000755027
Calamus diepenhorstii Miq.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05121,wfo-0000755089
Calamus erectus Roxb.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05122,wfo-0000755551
Calamus erinaceus (Becc.) J.Dransf.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05123,wfo-0000755604
Calamus exilis Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05124,wfo-0000755625
Calamus flagellum Griff. ex Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05125,wfo-0000755864
Calamus godefroyi Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05126,wfo-0000756063
Calamus griseus J.Dransf.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05127,wfo-0000756193
Calamus guruba Buch.-Ham.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05128,wfo-0000756214
Calamus henryanus Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05129,wfo-0000756324
Calamus insignis Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05130,
Calamus javensis Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05133,wfo-0000756737
Calamus laevigatus Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05134,wfo-0000757035
Calamus longisetus Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05135,wfo-0000757412
Calamus luridus Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05136,wfo-0000757433
Calamus manan Miq.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05137,wfo-0000757564
Calamus nambariensis Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05138,wfo-0000758325
Calamus oligostachys T.Evans et al.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05139,wfo-0000758591
Calamus ornatus Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05140,wfo-0000758656
Calamus oxleyanus Teijsm. & Binn. ex Miq.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05141,wfo-0000758754
Calamus palustris Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05142,wfo-0000758896
Calamus pandanosmus Furtado,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05143,wfo-0000758959
Calamus peregrinus Furtado,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05144,wfo-0000759145
Calamus platyspathus Mart. ex Kunth,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05145,wfo-0000759276
Calamus poilanei Conrard,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05146,wfo-0000759317
Calamus radulosus Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05147,wfo-0000759596
Calamus rudentum Lour.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05148,wfo-0000759895
Calamus scipionum Lour.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05149,wfo-0000760097
Calamus sedens J.Dransf.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05150,wfo-0000760138
Calamus setulosus J.Dransf.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05151,wfo-0000760224
Calamus siamensis Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05152,wfo-0000760236
Calamus solitarius T.Evans et al.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05153,wfo-0000760385
Calamus speciosissimus Furtado,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05154,wfo-0000760429
Calamus spectatissimus Furtado,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05155,wfo-0000760452
Calamus temii T.Evans,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05156,wfo-0000342751
Calamus tenuis Roxb.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05157,wfo-0000760674
Calamus tetradactylus Hance,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05158,wfo-0000760696
Calamus viminalis Willd.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05159,wfo-0000761041
Calamus viridispinus Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05160,wfo-0000761133
Calamus wailong S.J.Pei & S.Y.Chen,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05161,wfo-0000761185
Plectocomiopsis geminiflora (Griff.) Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05283,wfo-0000275185
Plectocomiopsis wrayi Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05284,wfo-0000275193
Plectocomiopsis geminiflora (Griff.) Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05283,wfo-0000275185
Plectocomiopsis wrayi Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05284,wfo-0000275193
Myrialepis paradoxa (Kurz) J.Dransf.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05239,wfo-0000248194
Plectocomia pierreana Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05281,wfo-0000275175
Plectocomia himalayana Griff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05280,wfo-0000275161
Plectocomia elongata Mart. & Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05279,wfo-0000275155
Plectocomia elongata Mart. & Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05279,wfo-0000275155
Plectocomia himalayana Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05280,wfo-0000275161
Plectocomia pierreana Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05281,wfo-0000275175
Ceratolobus subangulatus (Miq.) Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05168,wfo-0000831556
Daemonorops lewisiana (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05183,wfo-0000937074
Daemonorops monticola (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05186,wfo-0000937104
Daemonorops grandis (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05179,wfo-0000937042
Daemonorops angustifolia (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05175,wfo-0000936990
Daemonorops jenkinsiana (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05180,wfo-0000937060
Daemonorops sepal Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05188,wfo-0000937153
Daemonorops melanochaetes Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05185,wfo-0000937094
Daemonorops geniculata (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05178,wfo-0000937038
Daemonorops verticillaris (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05189,wfo-0000937172
Daemonorops macrophylla Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05184,wfo-0000937083
Daemonorops sabut Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05187,wfo-0000937147
Daemonorops didymophylla Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05176,wfo-0000937022
Daemonorops leptopus (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05182,wfo-0000937073
Daemonorops kunstleri Becc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05181,wfo-0000937066
Daemonorops draco (Willd.) Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05177,wfo-0000937025
Daemonorops angustifolia (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05175,wfo-0000936990
Daemonorops didymophylla Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05176,wfo-0000937022
Daemonorops draco (Willd.) Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05177,wfo-0000937025
Daemonorops geniculata (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05178,wfo-0000937038
Daemonorops grandis (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05179,wfo-0000937042
Daemonorops jenkinsiana (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05180,wfo-0000937060
Daemonorops kunstleri Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05181,wfo-0000937066
Daemonorops leptopus (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05182,wfo-0000937073
Daemonorops lewisiana (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05183,wfo-0000937074
Daemonorops macrophylla Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05184,wfo-0000937083
Daemonorops melanochaetes Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05185,wfo-0000937094
Daemonorops monticola (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05186,wfo-0000937104
Daemonorops sabut Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05187,wfo-0000937147
Daemonorops sepal Becc.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05188,wfo-0000937153
Daemonorops verticillaris (Griff.) Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05189,wfo-0000937172
Eugeissona tristis Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05193,wfo-0000956214
Eleiodoxa conferta (Griff.) Burret,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05191,wfo-0000948032
Salacca griffithii A.J.Hend.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05290,wfo-0000916638
Salacca stolonifera Hodel,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05291,wfo-0000300107
Salacca wallichiana Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05292,wfo-0000300110
Salacca glabrescens Griff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05289,wfo-0000300092
Salacca glabrescens Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05289,wfo-0000300092
Salacca griffithii A.J.Hend.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05290,wfo-0000916638
Salacca stolonifera Hodel,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05291,wfo-0000300107
Salacca wallichiana Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05292,wfo-0000300110
