wfo_id,scraped_name,scrape_status
wfo-0000410035,Tetrastigma papillosum (Blume) Planch.,ok
wfo-1000020957,Amomum foetidum Boonma & Saensouk,ok
wfo-0000270772,Phyllanthus collinsiae Craib,ok
wfo-0001273293,Neobalanocarpus heimii (King) P.S.Ashton,ok
wfo-0000926948,Crepidium maximowiczianum (King & Pantl.) Szlach.,ok
wfo-0000182939,Pueraria lobata (Willd.) Ohwi,ok
wfo-0000262237,Pachystylidium hirsutum (Blume) Pax & K.Hoffm.,ok
wfo-0000685540,Fagraea ceilanica Thunb.,ok
wfo-0000185902,Millettia pachycarpa Benth.,ok
wfo-0000415905,Etlingera subterranea (Holttum) R.M.Sm.,ok
wfo-0001145927,Tetrastigma cauliflorum Merr.,ok
wfo-0001124218,Gleichenia norrisii Mett.; Kuhn,ok
wfo-0001356636,Tetrastigma calcicola Kochaiph. & Trias-Blasi,ok
wfo-0000187706,Cynometra iripa Kostel.,ok
wfo-0001145134,Viola pilosa Blume,ok
wfo-0000366837,Lagerstroemia calyculata Kurz,ok
wfo-0000163908,Cassia grandis L.f.,ok
wfo-0000206828,Kunstleria forbesii Prain,ok
wfo-0001122737,Asplenium antrophyoides Christ,ok
wfo-0001261661,Merremia subsessilis (Courchet & Gagnep.) T.N.Nguyen,ok
wfo-0000758896,Calamus palustris Griff.,ok
wfo-0000645217,Dichapetalum gelonioides (Roxb.) Engl.,ok
wfo-0000424775,Flagellaria indica L.,ok
wfo-0000304430,Baccaurea bracteata Müll.Arg.,ok
wfo-0000792524,Castanopsis pseudohystrix Phengklai,ok
wfo-0001125363,Arachniodes spectabilis (Ching) Ching,ok
wfo-0000271908,Phyllanthus pulchroides Beille,ok
wfo-0001327579,Hydnocarpus macrocarpus (Bedd.) Warb.,ok
wfo-0001443624,Brachypterum thorelii (Gagnep.) Adema & Sirich.,ok
wfo-0000479879,Passiflora foetida L.,ok
wfo-0001062631,Hydnocarpus kurzii (King) Warb.,ok
wfo-0000082627,Tagetes erecta L.,ok
wfo-0001298936,Erycibe expansa Wall. ex G.Don,ok
wfo-0000946619,Drypetes pendula Ridl.,ok
wfo-0000438567,Heliconia psittacorum L.f.,ok
wfo-0001145788,Leea angulata Korth. ex Miq.,ok
wfo-0000946521,Drypetes indica (Müll.Arg.) Pax & K.Hoffm.,ok
wfo-0000995739,Rubus rufus Focke,ok
wfo-0000318872,Syzygium lakshnakarae Chantar. & J.Parn.,ok
wfo-0001298481,Ipomoea aspera (Choisy) Vatke,ok
wfo-0001296659,Evolvulus alsinoides (L.) L.,ok
wfo-0000306327,Schefflera siamensis W.W.Sm. ex Craib,ok
wfo-0001108157,Diplazium simplicivenium Holttum,ok
wfo-0000199575,Bauhinia pulla Craib,ok
wfo-0001296668,Ipomoea hederifolia L.,ok
wfo-0000650181,Diplocyclos palmatus (L.) C.Jeffrey,ok
wfo-0001123774,Pteris heteromorpha Fée,ok
wfo-0000946649,Drypetes roxburghii (Wall.) Hurus.,ok
wfo-0000530552,Amaranthus viridis L.,ok
wfo-0000120314,Pentanema indicum (L.) Y.Ling,ok
wfo-0000152868,Asplenium batuense Alderw.,ok
wfo-0000723123,Hibiscus surattensis L.,ok
wfo-0000388245,Osyris lanceolata Hochst. & Steud.,ok
wfo-0001224379,Maclura fruticosa (Roxb.) Corner,ok
wfo-0000148409,Onychium contiguum C.Hope,ok
wfo-0000824841,Begonia modestiflora Kurz,ok
wfo-0000113861,Centipeda minima (L.) A.Braun & Asch.,ok
wfo-0000946603,Drypetes ochrothrix Airy Shaw,ok
wfo-0000689908,Ficus pubilimba Merr.,ok
wfo-0000199526,Bauhinia involucellata Kurz,ok
wfo-0000393295,Dioscorea paradoxa Prain & Burkill,ok
wfo-0000044404,Blumea densiflora DC.,ok
wfo-0000973650,Glochidion wallichianum Müll.Arg.,ok
wfo-0000257076,Ophiorrhiza lancifolia Ridl.,ok
wfo-0000227294,Leuconotis griffithii Hook.f.,ok
wfo-0000456530,Tinospora siamensis Forman,ok
wfo-0000318813,Syzygium jasminifolium (Ridl.) Chantar. & J.Parn.,ok
wfo-0000293856,Quercus vestita Rehder & E.H.Wilson,ok
wfo-0000200453,Dysolobium pilosum (J.G.Klein ex Willd.) Maréchal,ok
wfo-0000232796,Madhuca malaccensis H.J.Lam,ok
wfo-0001340709,Zingiber isanense Triboun & K.Larsen,ok
wfo-0000314238,Baliospermum calycinum Müll.Arg.,ok
wfo-0000759145,Calamus peregrinus Furtado,ok
wfo-0000199701,Acacia harmandiana (Pierre) Gagnep.,ok
wfo-0000211685,Acrocarpus fraxinifolius Wight & Arn.,ok
wfo-0000305067,Sauropus poomae Welzen & Chayam.,ok
wfo-0000648546,Diospyros bambuseti H.R.Fletcher,ok
wfo-0000689561,Ficus orthoneura H.Lév. & Vaniot,ok
wfo-0000812757,Castanopsis armata (Roxb.) Spach,ok
wfo-0000934360,Cymbidium dayanum Rchb.f.,ok
wfo-0000382378,Nelumbo nucifera Gaertn.,ok
wfo-0001145097,Viola betonicifolia Sm.,ok
wfo-0000926829,Crepidium calophyllum (Rchb.f.) Szlach.,ok
wfo-0001115653,Stenochlaena palustris (Burm.) Bedd.,ok
wfo-0000982759,Holarrhena curtisii King & Gamble,ok
wfo-0000207414,Crotalaria goreensis Guill. & Perr.,ok
wfo-0000502157,Pouteria stellibacca J.F.Maxwell,ok
wfo-0000760097,Calamus scipionum Lour.,ok
wfo-0000252880,Oberonia miniata Lindl.,ok
wfo-0001426302,Amomum slahmong (C.K.Lim) Škorničk. & Hlavatá,ok
wfo-0000648792,Diospyros dumetorum W.W.Sm.,ok
wfo-0000155239,Argyreia confusa (Prain) Raizada,ok
wfo-0001115307,Osmunda vachellii Hook.,ok
wfo-0001253235,Paranephelium spirei Lecomte,ok
wfo-0000501705,Sida cordifolia L.,ok
wfo-0000200545,Spatholobus acuminatus Benth.,ok
wfo-0000411345,Eriocaulon infirmum Steud.,ok
wfo-0000537374,Anisoptera scaphula (Roxb.) Kurz,ok
wfo-0000234582,Mallotus kingii Hook.f.,ok
wfo-0000723197,Hibiscus vitifolius L.,ok
wfo-0000366026,"Curcuma rubrobracteata Škorničk., M.Sabu & Prasanthk.",ok
wfo-0000197316,Dalbergia rimosa Roxb.,ok
wfo-0000366692,Lagerstroemia spireana Gagnep.,ok
wfo-0000488084,Persicaria barbata (L.) Hara,ok
wfo-0001045865,Tetracera scandens (L.) Merr.,ok
wfo-0000230452,Livistona saribus (Lour.) Merr. ex A.Chev.,ok
wfo-0001342520,Debia oligocephala (Pierre ex Pit.) Neupane & N.Wikstr.,ok
wfo-0000815159,Castanopsis siamensis Duanmu,ok
wfo-0000759276,Calamus platyspathus Mart. ex Kunth,ok
wfo-0000055621,Camchaya gracilis (Thorel ex Gagnep.) Bunwong & H.Rob.,ok
wfo-0001124507,Gonocormus prolifer Prantl,ok
wfo-0000159408,Dissochaeta intermedia Blume,ok
wfo-0000825553,Begonia smithiae Geddes,ok
wfo-0000814581,Castanopsis nephelioides King ex Hook.f.,ok
wfo-0001117721,Microsorum membranaceum (D.Don) Ching,ok
wfo-0001271609,Scurrula atropurpurea (Blume) Danser,ok
wfo-0000832398,Fraxinus chinensis Roxb.,ok
wfo-0000457689,Tetrastigma bambusetorum Craib,ok
wfo-0001421837,Smythea oblongifolia (Blume) Cahen & Utteridge,ok
wfo-0000689925,Ficus punctata Thunb.,ok
wfo-0000180641,Erythrina crista-galli L.,ok
wfo-0001125583,Thelypteris penangiana (Hook.) C.F.Reed,ok
wfo-0001109000,Lycopodium phlegmaria L.,ok
wfo-0000895420,Osmelia maingayi King,ok
wfo-0000956012,Eucalyptus tereticornis Sm.,ok
wfo-0000017317,Tagetes minuta L.,ok
wfo-0001226731,Turpinia montana (Blume) Kurz,ok
wfo-0000719089,Helixanthera pulchra (DC.) Danser,ok
wfo-0001040294,Zehneria bodinieri (H.Lév.) W.J.de Wilde & Duyfjes,ok
wfo-0000454384,Terniopsis ubonensis M.Kato,ok
wfo-0000897002,Aganosma breviloba Kerr,ok
wfo-0000726296,Hydrobryum kaengsophense Mak.Kato,ok
wfo-0000539924,Aphananthe cuspidata (Blume) Planch.,ok
wfo-1200001681,Whitfordiodendron erianthum (Benth.) Dunn,ok
wfo-0001250314,Stixis suaveolens (Roxb.) Baill.,ok
wfo-0000338640,Alpinia nigra (Gaertn.) B.L.Burtt,ok
wfo-0001140410,Picrasma javanica Blume,ok
wfo-0001133625,Salix tetrasperma Roxb.,ok
wfo-0000418751,Fimbristylis argentea (Rottb.) Vahl,ok
wfo-0000594260,Centranthera siamensis T.Yamaz.,ok
wfo-0000507981,Sphenoclea zeylanica Gaertn.,ok
wfo-0000475126,Pedicularis siamensis P.C.Tsoong,ok
wfo-0000197170,Ormosia henryi Prain,ok
wfo-0000523104,Agapetes parishii C.B.Clarke,ok
wfo-0000913967,Scolopia spinosa (Roxb.) Warb.,ok
wfo-0001057606,Flemingia semialata Roxb. ex W.T.Aiton,ok
wfo-0001425128,"Porpax conica (Summerh.) Schuit., Y.P.Ng & H.A.Pedersen",ok
wfo-0001299165,Argyreia obtecta (Choisy) C.B.Clarke,ok
wfo-0000155229,Argyreia breviscapa (Kerr) Ooststr.,ok
wfo-0000616788,Zingiber kerrii Craib,ok
wfo-0000815066,Castanopsis schefferiana Hance,ok
wfo-0000926661,Ryparosa wrayi King,ok
wfo-0000931172,Croton griffithii Hook.f.,ok
wfo-0000346903,Blumeodendron kurzii (Hook.f.) J.J.Sm.,ok
wfo-1200009186,Morinda talmyi (Pit.) Chantar.,ok
wfo-0000808630,Etlingera megalocheilos (Griff.) A.D.Poulsen,ok
wfo-0001110133,Asplenium falcatum Lam.,ok
wfo-0000423313,Vatica stapfiana (King) Slooten,ok
wfo-0000689757,Ficus pisocarpa Blume,ok
wfo-0000533104,Anacolosa ilicoides Mast.,ok
wfo-0001115286,Lygodium flexuosum (L.) Sw.,ok
wfo-0001424676,"Bambuseria bambusifolia (Lindl.) Schuit., Y.P.Ng & H.A.Pedersen",ok
wfo-0001297281,Stictocardia tiliifolia (Desr.) Hallier f.,ok
wfo-0000328356,Trigonostemon quocensis Gagnep.,ok
wfo-0001342543,Scleromitrion linoides (Griff.) Neupane & N.Wikstr.,ok
wfo-0000576009,Burretiodendron umbellatum Kosterm.,ok
wfo-0000200627,Ormosia macrodisca Baker,ok
wfo-0000459244,Turpinia sphaerocarpa Hassk.,ok
wfo-0001125337,Bolbitis angustipinna (Hayata) H.Ito,ok
wfo-0001065157,Scaevola taccada (Gaertn.) Roxb.,ok
wfo-0000507745,Paracladopus chiangmaiensis M.Kato,ok
wfo-0000946503,Drypetes hainanensis Merr.,ok
wfo-0000332485,Vernicia fordii (Hemsl.) Airy Shaw,ok
wfo-0001136610,Striga asiatica (L.) Kuntze,ok
wfo-0000273614,Pinanga adangensis Ridl.,ok
wfo-0000964275,Euphorbia pulcherrima Willd. ex Klotzsch,ok
wfo-0001280517,Rotala cordata Koehne,ok
wfo-0000457758,Trema orientale (L.) Blume,ok
wfo-0000160503,Melastoma orientale Guillaumin,ok
wfo-0000359002,Lophopetalum duperreanum Pierre,ok
wfo-0000584708,Capparis flavicans Kurz,ok
wfo-0000442393,Lysimachia remotiflora C.M.Hu,ok
wfo-0001115943,Belvisia mucronata (Fée) Copel.,ok
wfo-0000545011,Ardisia pusilla A.DC.,ok
wfo-0001299214,Ipomoea biflora (L.) Pers.,ok
wfo-0000328058,Trichotosia vestita (Wall. ex Lindl.) Kraenzl.,ok
wfo-0000500955,Saurauia roxburghii Wall.,ok
wfo-0000937066,Daemonorops kunstleri Becc.,ok
wfo-0000184741,Strongylodon macrobotrys A.Gray,ok
wfo-0000234751,Mallotus subpeltatus (Blume) Müll.Arg.,ok
wfo-0000937538,Alangium ridleyi King,ok
wfo-0000305936,Schefflera heterophylla (Wall. ex G.Don) Harms,ok
wfo-0000160337,Melastoma cyanoides Sm.,ok
wfo-0000158049,Melastoma minahassae Koord. ex Karst.Mey.,ok
wfo-0000963836,Euphorbia parkeri Binojk. & N.P.Balakr.,ok
wfo-0001035648,Indorouchera griffithiana (Planch.) Hallier f.,ok
wfo-0000795677,Gnetum tenuifolium Ridl.,ok
wfo-0000442864,Lysimachia garrettii H.R.Fletcher,ok
wfo-0001052112,Rhus fulva Craib,ok
wfo-0001065503,Salacia chinensis L.,ok
wfo-0000078635,Blumea aromatica DC.,ok
wfo-0000270932,Phyllanthus emblica L.,ok
wfo-0001107432,Tectaria devexa (Kunze ex Mett.) Copel.,ok
wfo-0000369779,Cyperus compressus L.,ok
wfo-0000378624,Neoalsomitra angustipetala (Craib) Hutch.,ok
wfo-0000462604,Lipocarpha pygmaea J.Kern,ok
wfo-0000034478,Himalaiella deltoidea (DC.) Raab-Straube,ok
wfo-0000185591,Ormosia sumatrana (Miq.) Prain,ok
wfo-0000236259,Antidesma ghaesembilla Gaertn.,ok
wfo-0001050704,Rhus wallichii Hook.f.,ok
wfo-0000317318,Strophanthus perakensis Scort. ex King & Gamble,ok
wfo-0000345798,Carex cryptostachys Brongn.,ok
wfo-0000200388,Amphicarpaea ferruginea Benth.,ok
wfo-0000812906,Castanopsis brevispinula Hickel & A.Camus,ok
wfo-0000454679,Talinum triangulare (Jacq.) Willd.,ok
wfo-0000544585,Ardisia longipedicellata H.R.Fletcher,ok
wfo-0000214241,Caesalpinia decapetala (Roth) Alston,ok
wfo-0000230454,Livistona speciosa Kurz,ok
wfo-0000227508,Licuala paludosa Griff.,ok
wfo-0000328346,Trigonostemon phyllocalyx Gagnep.,ok
wfo-0000199442,Dialium platysepalum Baker,ok
wfo-0000445806,Limnophila micrantha (Benth.) Benth.,ok
wfo-0000959912,Eulophia graminea Lindl.,ok
wfo-0000232744,Madhuca esculenta H.R.Fletcher,ok
wfo-0000363111,Costus lacerus Gagnep.,ok
wfo-0001118527,Athyrium mackinnoni (C.Hope) C.Chr.,ok
wfo-0000724523,Hopea dryobalanoides Miq.,ok
wfo-0000720335,Heritiera simplicifolia (Mast.) Kosterm.,ok
wfo-0000379977,Cyperus platystylis R.Br.,ok
wfo-0000899585,Ryparosa wallichii Ridl.,ok
wfo-0001123579,Thelypteris hirsutipes (Clarke) Ching,ok
wfo-0000262620,Areca laosensis Becc.,ok
wfo-0000318424,Syzygium cerasiforme (Blume) Merr. & L.M.Perry,ok
wfo-0000281017,Porpax gigantea Deori,ok
wfo-0000420431,Fimbristylis disticha Boeckeler,ok
wfo-0000584026,Canscora carinata Dop,ok
wfo-0001017833,Rubus sorbifolius Maxim.,ok
wfo-0000369470,Cyperus cephalotes Vahl,ok
wfo-0001425081,"Pinalia lamonganensis (Rchb.f.) Schuit., Y.P.Ng & H.A.Pedersen",ok
wfo-0000148556,Loxogramme subecostata (Hook.) C.Chr.,ok
wfo-0000550516,Artocarpus lacucha Roxb. ex Buch.-Ham.,ok
wfo-0000499080,Sinobaijiania smitinandii W.J.de Wilde & Duyfjes,ok
wfo-0000408341,Tetracera loureiroi (Finet & Gagnep.) Pierre ex Craib,ok
wfo-0000014099,Sphaeranthus indicus L.,ok
wfo-0001041290,Neuropeltis indochinensis Ooststr.,ok
wfo-0000445801,Limnophila laotica Bonati,ok
wfo-0000688666,Ficus heteropleura Blume,ok
wfo-0000757564,Calamus manan Miq.,ok
wfo-0000088131,Helianthus annuus L.,ok
wfo-0000314537,Baliospermum solanifolium (Burm.) Suresh,ok
wfo-0000256784,Oncosperma tigillarium (Jack) Ridl.,ok
wfo-0001054179,Apios carnea (Wall.) Benth. ex Baker,ok
wfo-0000115943,Bidens pilosa L.,ok
wfo-0000200247,Indigofera caloneura Kurz,ok
wfo-0000572742,Bruguiera cylindrica (L.) Blume,ok
wfo-0000760971,Aponogeton lakhonensis A.Camus,ok
wfo-0000934228,Cylindrolobus biflorus (Griff.) Rauschert,ok
wfo-0000528787,Alternanthera pungens Kunth,ok
wfo-0000573560,Buchnera cambodiana Bonati,ok
wfo-0000488758,Polygala japonica Houtt.,ok
wfo-0000153780,Vaginularia trichoidea Fée,ok
wfo-0000305043,Sauropus kerrii Airy Shaw,ok
wfo-0000851796,Chonemorpha megacalyx Pierre,ok
wfo-0000924278,Casearia tuberculata Blume,ok
wfo-0001259733,Salacia macrophylla Blume,ok
wfo-0001123534,Pteris plumbea Christ,ok
wfo-0000252859,Oberonia lycopodioides (J.Koenig) Ormerod,ok
wfo-0000521515,Aeginetia pedunculata Wall.,ok
wfo-0000519991,Adenia heterophylla (Blume) Koord.,ok
wfo-0000687352,Ficus araneosa King,ok
wfo-0001109294,Pteris multifida Poir.,ok
wfo-0000724605,Hopea montana Symington,ok
wfo-0000264467,Parameria laevigata (Juss.) Moldenke,ok
wfo-0000547862,Aristolochia harmandiana Pierre ex Lecomte,ok
wfo-0001086255,Eucalyptus grandis W.Hill ex Maiden,ok
wfo-0000962575,Euphorbia hirta L.,ok
wfo-0000217289,Ichnocarpus frutescens (L.) W.T.Aiton,ok
wfo-0000356983,Knema globulatericia W.J.de Wilde,ok
wfo-0000199792,Archidendron contortum (Mart.) I.C.Nielsen,ok
wfo-0000418126,Vigna tenuicaulis N.Tomooka & Maxted,ok
wfo-0000273833,Pinanga watanaiana C.K.Lim,ok
wfo-0000715911,Harrisonia perforata (Blanco) Merr.,ok
wfo-0000328298,Trigonostemon kerrii Craib,ok
wfo-0000387270,Opilia amentacea Roxb.,ok
wfo-0001074221,Strychnos axillaris Colebr.,ok
wfo-0000193200,Koompassia excelsa (Becc.) Taub.,ok
wfo-0000262608,Palaquium maingayi (C.B.Clarke) Engl.,ok
wfo-0000769366,Hydrilla verticillata (L.f.) Royle,ok
wfo-0000075384,Synedrella nodiflora Gaertn.,ok
wfo-0000227901,Liparis acutissima Rchb.f.,ok
wfo-0001017427,Prunus cerasoides Buch.-Ham. ex D.Don,ok
wfo-0000421414,Fimbristylis kernii T.Koyama,ok
wfo-0001110732,Ophioglossum costatum R.Br.,ok
wfo-0000351585,Carex stramentitia Boott ex Boeckeler,ok
wfo-0000071433,Synotis nagensium (C.B.Clarke) C.Jeffrey & Y.L.Chen,ok
wfo-0000366803,Lagerstroemia loudonii Teijsm. & Binn.,ok
wfo-0001250303,Cordisepalum phalanthopetalum Staples,ok
wfo-0000761933,Calanthe biloba Lindl.,ok
wfo-0001116784,Diplazium conterminum Christ,ok
wfo-0000422612,Fimbristylis phaeolepis J.Kern,ok
wfo-0000913196,Licuala pitta Vatch. ex Barfod & Pongsatt.,ok
wfo-0000205454,Fordia albiflora (Prain) Dasuki & Schot,ok
wfo-0000205323,Brachypterum robustum (Roxb. ex DC.) Dalzell & A.Gibson,ok
wfo-0000414788,Eriocaulon zollingerianum Körn.,ok
wfo-0000206771,Derris montana Benth.,ok
wfo-0000666992,Embelia scandens (Lour.) Mez,ok
wfo-0000582598,Camellia pleurocarpa (Gagnep.) Sealy,ok
wfo-0000306211,Schefflera petelotii Merr.,ok
wfo-0000273449,Pinalia amica (Rchb.f.) Kuntze,ok
wfo-0000774826,Barringtonia angusta Kurz,ok
wfo-0000584674,Capparis echinocarpa Pierre ex Gagnep.,ok
wfo-0000199731,Acacia torta (Roxb.) Craib,ok
wfo-0000196901,Albizia crassiramea Lace,ok
wfo-0000762585,Calanthe densiflora Lindl.,ok
wfo-0001276513,Selaginella ornata (Hook. & Grev.) Spring,ok
wfo-0001123224,Lemmaphyllum carnosum (Wall. ex Hook) C.Presl,ok
wfo-0000231996,Macaranga heynei I.M.Johnst.,ok
wfo-0001230431,Loxogramme lankokiensis (Rosenst.) C.Chr.,ok
wfo-0000960159,Eulophia pauciflora Guillaumin,ok
wfo-0000631644,Cycas rumphii Miq.,ok
wfo-0000925703,Flacourtia rukam Zoll. & Moritzi,ok
wfo-0000544165,Ardisia curvistyla Y.P.Yang,ok
wfo-0001296688,Operculina turpethum (L.) Silva Manso,ok
wfo-0000593783,Celtis tetrandra Roxb.,ok
wfo-0000431706,Bromheadia brevifolia Ridl.,ok
wfo-0000410050,Eriocaulon cristatum Mart.,ok
wfo-0001126924,Humata vestita (Blume) T.Moore,ok
wfo-0000688844,Ficus ischnopoda Miq.,ok
wfo-0000723809,Hiptage monopteryx Sirirugsa,ok
wfo-0000230248,Lithocarpus sootepensis (Craib) A.Camus,ok
wfo-0000366814,Lagerstroemia cochinchinensis Pierre ex Gagnep.,ok
wfo-0001108318,Hypodematium crenatum (Forssk.) Kuhn,ok
wfo-0000199604,Bauhinia winitii Craib,ok
wfo-0000724255,Holigarna helferi Hook.f.,ok
wfo-0001244140,Trema nitidum C.J.Chen,ok
wfo-0000397529,Brassaiopsis hainla (Buch.-Ham.) Seem.,ok
wfo-0000330487,Urceola latifolia (Pierre ex Spire) D.J.Middleton,ok
wfo-0000328239,Trigonostemon albiflorus Airy Shaw,ok
wfo-0000946943,Alnus nepalensis D.Don,ok
wfo-0000337412,Actinoschoenus thouarsii (Kunth) Benth.,ok
wfo-0000828547,Campanula rosmarinifolia Kerr,ok
wfo-0001124410,Meringium holochilum (Bosch) Copel.,ok
wfo-0000707653,Gordonia dalglieshiana Craib,ok
wfo-0001140265,Lindernia elata (Benth.) Wettst.,ok
wfo-0001118135,Asplenium phyllitidis D.Don,ok
wfo-0000200266,Indigofera sootepensis Craib,ok
wfo-0000624079,Cotylelobium lanceolatum Craib,ok
wfo-0000547534,Aristolochia arenicola Hance,ok
wfo-0000040574,Anisopappus chinensis Hook. & Arn.,ok
wfo-0000503496,Salomonia kradungensis H.Koyama,ok
wfo-0000482632,Oxystophyllum atrorubens (Ridl.) M.A.Clem.,ok
wfo-0000313210,Balakata baccata (Roxb.) Esser,ok
wfo-0000748162,Selaginella tamariscina (P.Beauv.) Spring,ok
wfo-0000544093,Ardisia congesta Ridl.,ok
wfo-0001108775,Lycopodium cernuum L.,ok
wfo-0001282483,Wikstroemia ridleyi Gamble,ok
wfo-0000266931,Argostemma tavoyanum Wall. ex Benn.,ok
wfo-0001123852,Isoetes coromandelina L.f.,ok
wfo-0000312071,Spathoglottis aurea Lindl.,ok
wfo-0000231803,Macaranga andamanica Kurz,ok
wfo-0000544074,Ardisia collinsiae H.R.Fletcher,ok
wfo-0000270777,Phyllanthus columnaris Müll.Arg.,ok
wfo-0000723776,Hiptage bullata Craib,ok
wfo-0000688029,Ficus cyrtophylla (Miq.) Miq.,ok
wfo-0000157314,Operculina riedeliana (Oliver) Ooststr.,ok
wfo-0000199456,Bauhinia bassacensis Pierre ex Gagnep.,ok
wfo-0000199959,Dalbergia godefroyi Prain,ok
wfo-0000047586,Acilepis ngaoensis (H.Koyama) H.Rob. & Skvarla,ok
wfo-0000199877,Parkia speciosa Hassk.,ok
wfo-0000464362,Rinorea horneri Kuntze,ok
wfo-0000178252,Pithecellobium dulce (Roxb.) Benth.,ok
wfo-0000618259,Connarus semidecandrus Jack,ok
wfo-0001041952,Stylidium uliginosum Sw. ex Willd.,ok
wfo-0000558698,Balanophora laxiflora Hemsl.,ok
wfo-0000520952,Adinandra oblonga Craib,ok
wfo-0000649186,Diospyros kurzii Hiern,ok
wfo-0000600974,Chenopodium ambrosioides L.,ok
wfo-0001116541,Mecodium badium (Hook. & Grev.) Copel.,ok
wfo-0000545028,Ardisia quinquegona Blume,ok
wfo-0000488513,Polygala malesiana Adema,ok
wfo-0000576002,Burretiodendron esquirolii (H.Lév.) Rehder,ok
wfo-0001115970,Lepisorus oosphaerus (C.Chr.) Ching,ok
wfo-0000390403,Dioscorea daunea Prain & Burkill,ok
wfo-0000236620,Antidesma japonicum Siebold & Zucc.,ok
wfo-0001126769,Crepidomanes bilabiatum (Nees & Blume) Copel.,ok
wfo-0000488169,Polygala venenosa Juss. ex Poir.,ok
wfo-0000817867,Parastemon urophyllus (Wall. ex A.DC.) A.DC.,ok
wfo-0001117304,Salvinia natans (L.) All.,ok
wfo-0001000919,Rubus tiliaceus Sm.,ok
wfo-0000683576,Euthemis leucocarpa Jack,ok
wfo-0001224145,Phacellaria rigidula Benth.,ok
wfo-0000288728,Ptychopyxis plagiocarpa Airy Shaw,ok
wfo-0001140430,Sonneratia alba Sm.,ok
wfo-0000627015,Cruddasia multifoliolata Adema & J.Barham,ok
wfo-0000543880,Ardisia aprica H.R.Fletcher,ok
wfo-0000779695,Stereospermum neuranthum Kurz,ok
wfo-0000927601,Croton caudatus Geiseler,ok
wfo-0000582705,Camellia taliensis (W.W.Sm.) Melch.,ok
wfo-0000952530,Alstonia macrophylla Wall. ex G.Don,ok
wfo-0000814085,Castanopsis indica (Roxb. ex Lindl.) A.DC.,ok
wfo-0001138941,Limnophila heterophylla (Roxb.) Benth.,ok
wfo-0000647511,Dillenia aurea Sm.,ok
wfo-0000877326,Cleistanthus polyphyllus F.N.Williams,ok
wfo-0000418347,Ventilago malaccensis Ridl.,ok
wfo-0000964188,Euphorbia prolifera Buch.-Ham.,ok
wfo-0000937204,Dalechampia bidentata Blume,ok
wfo-0000168901,Intsia bijuga (Colebr.) Kuntze,ok
wfo-0000158396,Dissochaeta echinulata (Naudin) Clausing,ok
wfo-0000685672,Fagraea racemosa Jack ex Wall.,ok
wfo-0001117798,Athyrium anisopterum Christ,ok
wfo-0001124389,Plagiogyria adnata (Blume) Bedd.,ok
wfo-0001333802,Derris pseudomarginata Sirich.,ok
wfo-0000813310,Castanopsis crassifolia Hickel & A.Camus,ok
wfo-0000194834,Flemingia prostrata Roxb.Junior ex Roxb.,ok
wfo-0000553118,Scleria thwaitesiana Boeckeler,ok
wfo-0000281492,Pottsia laxiflora Kuntze,ok
wfo-0000384110,Cyperus trialatus (Boeckeler) J.Kern,ok
wfo-0000668124,Enkleia thorelii (Lecomte) Nevling,ok
wfo-0000234745,Mallotus stipularis Airy Shaw,ok
wfo-0001134598,Thesium psilotoides Hance,ok
wfo-0000182103,Albizia chinensis (Osbeck) Merr.,ok
wfo-0000376916,Momordica charantia L.,ok
wfo-0000407959,Trichosanthes dolichosperma Duyfjes & Pruesapan,ok
wfo-0001226977,Microgonium parvifolium (Baker) Tagawa & K.Iwats.,ok
wfo-0000200560,Spatholobus pottingeri Prain,ok
wfo-0000927753,Croton crassifolius Geiseler,ok
wfo-0000543940,Ardisia betongensis H.R.Fletcher,ok
wfo-0001122365,Neocheiropteris normalis (D.Don) Tagawa,ok
wfo-0000704332,Gluta wrayi King,ok
wfo-0000564428,Berrya mollis Wall. ex Kurz,ok
wfo-0000163097,Adiantum siamense Tagawa & K.Iwats.,ok
wfo-0000150847,Pteris dalhousieae Hook.,ok
wfo-0001223782,Sonneratia ovata Backer,ok
wfo-0000199400,Caesalpinia pubescens (Desf.) Buch.-Ham. ex Wall.,ok
wfo-0000973311,Glochidion kerrii Craib,ok
wfo-0000649876,Diospyros trianthos Phengkhlai,ok
wfo-0001239958,Plagiopteron suaveolens Griff.,ok
wfo-0000145560,Scleroglossum minus (Fée) C.Chr.,ok
wfo-0000271722,Phyllanthus oxyphyllus Miq.,ok
wfo-0000769380,Hydrocharis dubia (Blume) Backer,ok
wfo-0000210927,Crotalaria spectabilis Roth,ok
wfo-0000689678,Ficus pellucidopunctata Griff.,ok
wfo-0000159399,Dissochaeta fallax (Jack) Blume,ok
wfo-0000422530,Fimbristylis parvilenta T.Koyama,ok
wfo-0000649430,Diospyros oblonga Wall. ex G.Don,ok
wfo-0000185973,Pterocarpus santalinus L.f.,ok
wfo-0000194176,Dunbaria debilis Baker,ok
wfo-0000954656,Eucalyptus citriodora Hook.,ok
wfo-0000271984,Phyllanthus roseus (Craib & Hutch.) Beille,ok
wfo-0000234601,Mallotus leucodermis Hook.f.,ok
wfo-0001274025,Melastoma saigonense (Kuntze) Merr.,ok
