wfo_id,scraped_name,scrape_status
wfo-0001281682,Urena repanda Roxb. ex Sm.,ok
wfo-0000246400,Mouretia larsenii Tange,ok
wfo-0001140037,Limnophila repens (Benth.) Benth.,ok
wfo-0000769324,Halophila decipiens Ostenf.,ok
wfo-0000754207,Calamus axillaris Becc.,ok
wfo-0001145517,Cayratia mollissima (Wall.) Gagnep.,ok
wfo-0000228490,Liparis rhombea J.J.Sm.,ok
wfo-0000067218,Lagascea mollis Cav.,ok
wfo-0000651281,Dipterocarpus alatus Roxb. ex G.Don,ok
wfo-0001048503,Vaccinium ardisioides Hook.f. ex C.B.Clarke,ok
wfo-0000565066,Bhesa paniculata Arn.,ok
wfo-0000545314,Ardisia tristis K.Larsen & C.M.Hu,ok
wfo-0000318585,Syzygium duthieanum (King) Masam.,ok
wfo-0000454617,Talinum paniculatum (Jacq.) Gaertn.,ok
wfo-1000027207,Globba longiligulata Sangvir.,ok
wfo-0000944178,Dipodium paludosum (Griff.) Rchb.f.,ok
wfo-0000411709,Eriocaulon laosense Moldenke,ok
wfo-0000505360,Sida rhombifolia L.,ok
wfo-0000651337,Dipterocarpus gracilis Blume,ok
wfo-0000714117,Haematocarpus validus (Miers) Bakh.f. ex Forman,ok
wfo-0000186090,Acacia concinna (Willd.) DC.,ok
wfo-0000199536,Bauhinia malabarica Roxb.,ok
wfo-0000744916,Terniopsis chanthaburiensis M.Kato & Koi,ok
wfo-0001257028,Lomariopsis lineata (C.Presl) Holttum,ok
wfo-0000965832,Exallage auricularia (L.) Bremek.,ok
wfo-0000703401,Gironniera subaequalis Planch.,ok
wfo-0000411020,Eriocaulon henryanum Ruhland,ok
wfo-0000421970,Vaccinium viscifolium King & Gamble,ok
wfo-0000228603,Liparis tschangii Schltr.,ok
wfo-0000775148,Couroupita guianensis Aubl.,ok
wfo-0000695138,Gaultheria discolor Nutt. ex Hook.,ok
wfo-0000273767,Pinanga perakensis Becc.,ok
wfo-0000943244,Didymoplexis micradenia (Rchb.f.) Hemsl.,ok
wfo-0000926955,Crepidium micranthum (Hook.f.) Szlach.,ok
wfo-0000199533,Bauhinia lakhonensis Gagnep.,ok
wfo-0000278981,Plocoglottis javanica Blume,ok
wfo-0000430690,Globba substrigosa King ex Baker,ok
wfo-0000418566,Fimbristylis acuminata Vahl,ok
wfo-0001242204,Rotala wallichii (Hook.f.) Koehne,ok
wfo-0000252995,Oberonia semifimbriata J.J.Sm.,ok
wfo-0000608442,Cladopus pierrei (Lecomte) C.Cusset,ok
wfo-0000334526,Wrightia dubia (Sims) Spreng.,ok
wfo-0000186508,Spatholobus suberectus Dunn,ok
wfo-0000946443,Drypetes curtisii (Hook.f.) Pax & K.Hoffm.,ok
wfo-0000030277,Blumea lanceolaria Druce,ok
wfo-0000872362,Cleidion javanicum Blume,ok
wfo-0000688969,Ficus laevis Blume,ok
wfo-0000136869,Cissampelopsis corifolia C.Jeffrey & Y.L.Chen,ok
wfo-0000197342,Millettia pachyloba Drake,ok
wfo-0000690461,Ficus subincisa Buch.-Ham. ex Sm.,ok
wfo-0000391708,Dioscorea kratica Prain & Burkill,ok
wfo-0000920655,Pinalia cepifolia (Ridl.) J.J.Wood,ok
wfo-0000318855,Syzygium kurzii (Duthie) N.P.Balakr.,ok
wfo-0000249434,Aporosa penangensis (Ridl.) Airy Shaw,ok
wfo-0001115283,Leptochilus decurrens Blume,ok
wfo-0000666998,Embelia sootepensis Craib,ok
wfo-0000423136,Vatica lowii King,ok
wfo-0000829082,Cephalanthera exigua Seidenf.,ok
wfo-0000232854,Madhuca stipulacea H.R.Fletcher,ok
wfo-0000084584,Camchaya pentagona H.Koyama,ok
wfo-0000954597,Eucalyptus camaldulensis Dehnh.,ok
wfo-0000751752,Veratrum mengtzeanum O.Loes.,ok
wfo-0001125328,Woodwardia cochinchinensis Ching,ok
wfo-0000506964,Dalzellia ranongensis M.Kato,ok
wfo-0000269831,Pholidota articulata Lindl.,ok
wfo-0000397494,Pteleocarpa lamponga (Miq.) Bakh. ex K.Heyne,ok
wfo-0000505043,Stephania papillosa Craib,ok
wfo-0000338775,Alpinia siamensis K.Schum.,ok
wfo-0000823518,Begonia brandisiana Kurz,ok
wfo-0000777104,Juncus prismatocarpus R.Br.,ok
wfo-0000687982,Ficus cucurbitina King,ok
wfo-0000155259,Argyreia hookeri C.B.Clarke,ok
wfo-0001346558,"Hydrobryum mandaengense Ampornpan, Werukamkul, M.Kato & Koi",ok
wfo-0001041988,Viburnum kerrii E.T.Geddes,ok
wfo-0000420159,Bridelia insulana Hance,ok
wfo-0000252777,Oberonia gracilis Hook.f.,ok
wfo-0000242834,Michelia rajaniana Craib,ok
wfo-0000421971,Vaccinium vietnamense Smitinand & P.H.Hô,ok
wfo-0000351974,Carex thomsonii Boott,ok
wfo-0001245658,Persicaria thunbergii (Siebold & Zucc.) H.Gross,ok
wfo-0000649152,Diospyros kerrii Craib,ok
wfo-0001046390,Trichurus monsoniae (L.f.) C.C.Towns.,ok
wfo-0000195712,Acacia farnesiana (L.) Willd.,ok
wfo-0000948032,Eleiodoxa conferta (Griff.) Burret,ok
wfo-0000722657,Hibiscus hirtus L.,ok
wfo-0000909388,Coelogyne tenasserimensis Seidenf.,ok
wfo-0000432056,Bromheadia finlaysoniana (Lindl.) Miq.,ok
wfo-0000304892,Baccaurea macrophylla (Müll.Arg.) Müll.Arg.,ok
wfo-0000457921,Tetrastigma siamense Gagnep. & Craib,ok
wfo-1000039602,"Begonia fulgurata C.I Peng, C.W.Lin & Phutthai",ok
wfo-0001107240,Blechnum orientale L.,ok
wfo-0000269816,Pholidocarpus macrocarpus Becc.,ok
wfo-0000413128,Taxillus tomentosus (B.Heyne ex Roth) Tiegh.,ok
wfo-0001267164,Tetracera indica (Christm. & Panz.) Merr.,ok
wfo-0001297240,Evolvulus nummularius (L.) L.,ok
wfo-0000501027,Schoutenia accrescens (Mast.) Merr.,ok
wfo-0000188854,Vigna mungo (L.) Hepper,ok
wfo-0000305259,Baccaurea ptychopyxis Airy Shaw,ok
wfo-0000232717,Madhuca chiangmaiensis Chantar.,ok
wfo-0000199522,Bauhinia integrifolia Roxb.,ok
wfo-0000199545,Bauhinia nervosa (Benth.) Wall. ex Baker,ok
wfo-0000547713,Aristolochia curtisii King,ok
wfo-0000706584,Goniothalamus tapis Miq.,ok
wfo-0000074612,Blumea riparia DC.,ok
wfo-0000830260,Chionanthus velutinus (Kerr) P.S.Green,ok
wfo-0000198863,Derris ferruginea (Wall. ex Voigt) Benth.,ok
wfo-0000572566,Broussonetia kurzii (Hook.f.) Corner,ok
wfo-0000631666,Cycas siamensis Miq.,ok
wfo-0001118693,Lepisorus bicolor (Takeda) Ching,ok
wfo-0000443906,Limacia scandens Lour.,ok
wfo-0000214069,Wisteria floribunda (Willd.) DC.,ok
wfo-0000446343,Lindernia rivularis Kerr ex Barnett,ok
wfo-0000295174,Rauvolfia serpentina Benth. ex Kurz,ok
wfo-0000220973,Kibatalia macrophylla (Pierre) Woodson,ok
wfo-0000004694,Pertya hossei Craib ex Hosseus,ok
wfo-0001336617,"Boesenbergia maxwellii Mood, L.M.Prince & Triboun",ok
wfo-0000954998,Eucalyptus globulus Labill.,ok
wfo-0000690449,Ficus subcordata Blume,ok
wfo-0000449492,Malvaviscus arboreus Dill. ex Cav.,ok
wfo-0000926096,Hemiscolopia trimera (Boerl.) Slooten,ok
wfo-0000040517,Blumea junghuhniana (Miq.) Boerl.,ok
wfo-0000281749,Pouteria firma (Miq.) Baehni,ok
wfo-0000795591,Gnetum gnemon L.,ok
wfo-0000181462,Glycine max (L.) Merr.,ok
wfo-0000465335,Phytocrene oblonga Wall.,ok
wfo-0001141800,Symplocos henschelii Benth. ex C.B.Clarke,ok
wfo-0000692496,Friesodielsia calycina (King) Steenis,ok
wfo-0001443881,"Kanburia chlorantha (Mattapha & Sirich.) J.Compton, Mattapha, Sirich. & Schrire",ok
wfo-0000509346,Goniothalamus aurantiacus R.M.K.Saunders & Chalermglin,ok
wfo-0001296686,Merremia hederacea (Burm.f.) Hallier f.,ok
wfo-0000210583,Crotalaria calycina Schrank,ok
wfo-0000641567,Dendrotrophe varians Miq.,ok
wfo-0000424383,Fimbristylis umbellaris (Lam.) Vahl,ok
wfo-0000153528,Thelypteris polycarpos (Blume) K.Iwats.,ok
wfo-0000185924,Derris marginata (Roxb.) Benth.,ok
wfo-0000407965,Trichosanthes erosa Duyfjes & Pruesapan,ok
wfo-0000760224,Calamus setulosus J.Dransf.,ok
wfo-0000516166,Achyranthes ancistrophora C.C.Towns.,ok
wfo-0001281570,Elaeocarpus rugosus Roxb.,ok
wfo-1000039718,Begonia phutthaii M.Hughes,ok
wfo-0000221442,Korthalsia rostrata Blume,ok
wfo-0000500544,Shorea ochrophloia Strugnell ex Symington,ok
wfo-0000132960,Acmella uliginosa (Sw.) Cass.,ok
wfo-0000226621,Leptospermum javanicum Blume,ok
wfo-0001125320,Microgonium sublimbatum Bosch,ok
wfo-0001107365,Microsorum scolopendria (Burm.f.) Copel.,ok
wfo-0001116771,Diplazium petri Tardieu,ok
wfo-0000300107,Salacca stolonifera Hodel,ok
wfo-0001268311,Selaginella griffithii Spring,ok
wfo-0000436732,Salacia dongnaiensis Pierre,ok
wfo-0000228530,Liparis siamensis Rolfe ex Downie,ok
wfo-0000393078,Dioscorea orbiculata Hook.f.,ok
wfo-0000667015,Embelia tsjeriam-cottam (Roem. & Schult.) A.DC.,ok
wfo-0000199807,Archidendron jiringa (Jack) I.C.Nielsen,ok
wfo-0001290846,Viburnum odoratissimum Ker Gawl.,ok
wfo-0000049001,Crepidiastrum sonchifolium (Maxim.) Pak & Kawano,ok
wfo-0001075787,Scurrula ferruginea Danser,ok
wfo-0000273491,Pinalia eriopsidobulbon (C.S.P.Parish & Rchb.f.) Kuntze,ok
wfo-0000520072,Adenia pinnatisecta (Craib) Craib,ok
wfo-1000031160,Wurfbainia ellipticarpa Kaewsri,ok
wfo-0001260083,Polystichum attenuatum Tagawa & K.Iwats.,ok
wfo-0000194840,Flemingia macrophylla (Willd.) Kuntze ex Merr.,ok
wfo-0000262701,Palaquium sukoei C.E.C.Fisch.,ok
wfo-0001124203,Gleichenia blotiana C.Chr.,ok
wfo-0000200402,Cajanus elongatus (Benth.) Maesen,ok
wfo-0000318906,Syzygium leptostemon (Korth.) Merr. & L.M.Perry,ok
wfo-0000688101,Ficus depressa Blume,ok
wfo-0001296638,Ipomoea pes-caprae (L.) R.Br.,ok
wfo-1000027209,Globba mollis Sangvir. & M.F.Newman,ok
wfo-0000687302,Ficus anastomosans Wall.,ok
wfo-0000145132,Grammitis bongoensis (Copel.) Copel.,ok
wfo-0000851743,Chonemorpha griffithii Hook.f.,ok
wfo-0000585045,Capparis pyrifolia Lam.,ok
wfo-0000430166,Globba calophylla Ridl.,ok
wfo-0000687884,Ficus concinna (Miq.) Miq.,ok
wfo-0000416343,Uvaria littoralis (Blume) Blume,ok
wfo-0000973276,Glochidion hirsutum (Roxb.) Voigt,ok
wfo-0000703723,Glinus oppositifolius Aug.DC.,ok
wfo-0000150254,Pyrrosia penangiana (Hook.) Holttum,ok
wfo-0000281022,Porpax meirax (C.S.P.Parish & Rchb.f.) King & Pantl.,ok
wfo-0000500601,Shorea longisperma Roxb.,ok
wfo-0000269902,Pholidota pallida Lindl.,ok
wfo-0000422275,Fimbristylis nutans (Retz.) Vahl,ok
wfo-0000159899,Medinilla alpestris (Jack) Blume,ok
wfo-0000584038,Canscora helferiana (Kurz) Wall. ex C.B.Clarke,ok
wfo-0000573579,Buchnera cruciata Buch.-Ham. ex D.Don,ok
wfo-0000544987,Ardisia puberula H.R.Fletcher,ok
wfo-0001005418,Prunus persica (L.) Batsch,ok
wfo-0000465656,Mapania enodis (Miq.) C.B.Clarke,ok
wfo-0000423337,Fimbristylis sericea (Poir.) R.Br.,ok
wfo-0000185903,Millettia ovalifolia (Wight & Arn.) Kurz,ok
wfo-0000426853,Gagnepainia harmandii (Baill.) K.Schum.,ok
wfo-0000263554,Arenga caudata (Lour.) H.E.Moore,ok
wfo-0001245706,Persicaria muricata (Meisn.) Nemoto,ok
wfo-0000073844,Sphaeranthus senegalensis DC.,ok
wfo-0001126041,Scleroglossum pusillum (Blume) Alderw.,ok
wfo-0000232074,Macaranga lowii King ex Hook.f.,ok
wfo-0000366801,Lagerstroemia macrocarpa Kurz,ok
wfo-0000173651,Indigofera zollingeriana Miq.,ok
wfo-0000030569,Eupatorium heterophyllum DC.,ok
wfo-0001269941,Tectaria rockii C.Chr.,ok
wfo-0000080299,Cicerbita garrettii (Kerr) H.Koyama,ok
wfo-0000393431,Dioscorea pentaphylla L.,ok
wfo-0000479905,Passiflora edulis Sims,ok
wfo-0000946712,Drypetes viridis Airy Shaw,ok
wfo-0001242710,Scolopia lucida Wall. ex Kurz,ok
wfo-0000927004,Crepidium purpureum (Lindl.) Szlach.,ok
wfo-0000252744,Oberonia ensiformis (Sm.) Lindl.,ok
wfo-0000435558,Siphonodon celastrineus Griff.,ok
wfo-0000520294,Adenosma javanicum (Blume) Koord.,ok
wfo-0001145179,Viola diffusa Ging.,ok
wfo-0000458440,Theobroma cacao L.,ok
wfo-0000227446,Licuala glabra Griff.,ok
wfo-0000581236,Calophyllum molle King,ok
wfo-0000963015,Euphorbia leucocephala Lotsy,ok
wfo-0000489258,Portulaca pilosa L.,ok
wfo-0001443882,"Kanburia tenasserimensis (Mattapha & Sirich.) J.Compton, Mattapha, Sirich. & Schrire",ok
wfo-0001336503,Gynura siamensis Vanij. & Kadereit,ok
wfo-0000377920,Cyperus mollipes (C.B.Clarke) K.Schum.,ok
wfo-0000946417,Drypetes cambodica Gagnep.,ok
wfo-0001123974,Cheilanthes fragilis Hook.,ok
wfo-0000229897,Lithocarpus elegans (Blume) Hatus. ex Soepadmo,ok
wfo-0000537947,Annona squamosa L.,ok
wfo-0000509329,Gomphogyne cirromitrata W.J.de Wilde & Duyfjes,ok
wfo-0001117769,Crepidomanes latealatum (Bosch) Copel.,ok
wfo-0001334308,Monoon obtusum (Craib) B.Xue & R.M.K.Saunders,ok
wfo-0000500424,Shorea faguetiana F.Heim,ok
wfo-0000261891,Oxystophyllum carnosum Blume,ok
wfo-0001107411,Pteris semipinnata L.,ok
wfo-0000228227,Liparis jovis-pluvii C.S.P.Parish & Rchb.f.,ok
wfo-0000075063,Grangea maderaspatana (L.) Poir.,ok
wfo-0000403185,Rourea mimosoides (Vahl) Planch.,ok
wfo-0000941563,Dendrolirium ornatum Blume,ok
wfo-0000394153,Dioscorea pseudotomentosa Prain & Burkill,ok
wfo-0000584901,Capparis micracantha DC.,ok
wfo-0000761133,Calamus viridispinus Becc.,ok
wfo-1000034807,Thepparatia scandens (Roxb. ex G.Don) Phuph.,ok
wfo-0000301941,Austrobuxus nitidus Miq.,ok
wfo-0000960989,Euphorbia bifida Hook. & Arn.,ok
wfo-0001118036,Grammitis adspersa Blume,ok
wfo-0000823241,Begonia acetosella Craib,ok
wfo-0000305102,Sauropus suberosus Airy Shaw,ok
wfo-0000528696,Alternanthera moquinii (Webb ex Moq.) Dusén,ok
wfo-1000039709,Begonia pengchingii Phutthai & M.Hughes,ok
wfo-0000505065,Stephania reticulata Forman,ok
wfo-0000909440,Coelogyne tomentosa Lindl.,ok
wfo-0000475857,Pterospermum semisagittatum Buch.-Ham. ex Roxb.,ok
wfo-0000117266,Cotula anthemoides L.,ok
wfo-0000366785,Lagerstroemia floribunda Jack,ok
wfo-1200032048,Eriocaulon parnellii Praj. & Chantar.,ok
wfo-0000372214,Cyperus dubius Rottb.,ok
wfo-0000655271,Hemerocallis lilioasphodelus L.,ok
wfo-0000199620,Crudia lanceolata Ridl.,ok
wfo-0000209124,Crotalaria pallida Aiton,ok
wfo-0000499384,Shorea thorelii Pierre,ok
wfo-0001280639,Sonerila erecta Jack,ok
wfo-0001075836,Viscum multinerve (Hayata) Hayata,ok
wfo-0001080580,Clidemia hirta (L.) D.Don,ok
wfo-0000417612,Urobotrya siamensis Hiepko,ok
wfo-0000188562,Vigna luteola (Jacq.) Benth.,ok
wfo-0000252915,Oberonia pachyphylla King & Pantl.,ok
wfo-0000502944,Strychnos lanata A.W.Hill,ok
wfo-0001083361,Pseudodissochaeta septentrionalis (W.W.Sm.) Nayar,ok
wfo-0000442826,Lysimachia fletcheri C.M.Hu & Bennell,ok
wfo-0001141776,Symplocos dryophila C.B.Clarke,ok
wfo-0001078114,Sida subcordata Span.,ok
wfo-0000424074,Fimbristylis thomsonii Boeckeler,ok
wfo-0000912131,Curcuma sattayasaiorum Chaveer. & Sudmoon,ok
wfo-0001078803,Medinilla curtisii Veitch,ok
wfo-0000153740,Antrophyum winitii Tagawa & K.Iwats.,ok
wfo-0000617101,Zingiber mekongense Gagnep.,ok
wfo-0000305136,Baccaurea parviflora (Müll.Arg.) Müll.Arg.,ok
wfo-0001337921,Miliusa fragrans Chaowasku & Kessler,ok
wfo-0000420863,Fimbristylis fimbristyloides (F.Muell.) Druce,ok
wfo-0000952417,Epiprinus malayanus Griff.,ok
wfo-0001235861,Streblus ilicifolius (S.Vidal) Corner,ok
wfo-0000195905,Indigofera tinctoria L.,ok
wfo-0000228107,Liparis elegans Lindl.,ok
wfo-0001297271,Ipomoea triloba L.,ok
wfo-0000506922,Cussetia diversifolia (Lecomte) M.Kato,ok
wfo-0000141787,Cheilanthes delicatula Tagawa & K.Iwats.,ok
wfo-0000403288,Rourea prainiana Talbot,ok
wfo-0000172499,Dalbergia sissoo Roxb. ex DC.,ok
wfo-0001267042,Heterogonium alderwereltii Holttum,ok
wfo-0000317581,Sumbaviopsis albicans (Blume) J.J.Sm.,ok
wfo-0000526239,Allmania nodiflora (L.) R.Br. ex Wight,ok
wfo-0000234598,Mallotus leptostachyus Hook.f.,ok
wfo-0001224953,Humata heterophylla (Sm.) Desv.,ok
wfo-0000594956,Cephalotaxus griffithii Hook.f.,ok
wfo-0001075793,Scurrula pulverulenta (Wall.) G.Don,ok
wfo-0001126705,Asplenium grevillei Wall. ex Hook. & Grev.,ok
wfo-0001125776,Microsorum zippelii (Blume) Ching,ok
wfo-0000411251,Thottea tomentosa (Blume) Ding Hou,ok
wfo-0000260807,Acanthophippium gougahense (Guillaumin) Seidenf.,ok
wfo-0001280627,Osbeckia stellata Buch.-Ham. ex D.Don,ok
wfo-0000022875,Ageratina adenophora (Spreng.) R.M.King & H.Rob.,ok
wfo-0001107290,Diplazium dilatatum Blume,ok
wfo-0000295013,Rauvolfia cambodiana Pierre ex Pit.,ok
wfo-0000950668,Acalypha hispida Burm.f.,ok
wfo-0000248666,Aporosa ficifolia Baill.,ok
wfo-0000234580,Mallotus khasianus Hook.f.,ok
wfo-0001141261,Sterculia pexa Pierre,ok
wfo-0000744927,Trivalvaria costata (Hook.f. & Thomson) I.M.Turner,ok
wfo-0000933411,Ctenolophon parvifolius Oliv.,ok
wfo-0000199991,Dalbergia glomeriflora Kurz,ok
wfo-0000527374,Alphonsea siamensis Kessler,ok
wfo-0000186098,Albizia procera (Roxb.) Benth.,ok
wfo-0000500626,Shorea leprosula Miq.,ok
wfo-0000710406,Grewia winitii Craib,ok
wfo-0001125801,Crypsinus rhynchophyllus (Hook.) Copel.,ok
wfo-0000192561,Clitoria cordiformis Fantz,ok
wfo-0000553132,Scleria tonkinensis C.B.Clarke,ok
wfo-0000926811,Crepidium bancanum (Ridl.) Szlach.,ok
wfo-0000519280,Actinidia latifolia (Gardner & Champ.) Merr.,ok
wfo-0000544318,Ardisia fordii Hemsl.,ok
wfo-0001256857,Lindsaea integra Holttum,ok
wfo-0000420523,Fimbristylis dura (Zoll. & Moritzi) Merr.,ok
wfo-0001328339,Thelypteris singalanensis (Baker) Ching,ok
wfo-0000207203,Spatholobus gyrocarpus Benth.,ok
wfo-0000178724,Abrus pulchellus Wall. ex Thwaites,ok
wfo-0001129103,Sapria himalayana Griff.,ok
wfo-0000652410,Distylium annamicum (Gagnep.) Airy Shaw,ok
wfo-0001115649,Quercifilix zeilanica (Houtt.) Copel.,ok
wfo-0001119346,Tectaria griffithii (Baker) C.Chr.,ok
wfo-0001018092,Rubus moluccanus L.,ok
wfo-0000448859,Maesa argyrophylla K.Larsen & C.M.Hu,ok
wfo-0000178891,Parkia timoriana (DC.) Merr.,ok
wfo-0001034388,Dunbaria trichodon (Dunn) Maesen,ok
wfo-0000085439,Crossostephium chinense (L.) Makino,ok
wfo-0000426565,Viola angkae Craib,ok
wfo-0000192668,Clitoria linearis Gagnep.,ok
wfo-0000649022,Diospyros gracilis H.R.Fletcher,ok
wfo-0000199706,Acacia meeboldii Craib,ok
wfo-0000574137,Buddleja madagascariensis Lam.,ok
wfo-0000218686,Acalypha pleiogyne Airy Shaw,ok
wfo-0000199803,Archidendron glomeriflorum (Kurz) I.C.Nielsen,ok
wfo-0000319280,Syzygium pycnanthum Merr. & L.M.Perry,ok
wfo-0000651315,Dipterocarpus costatus C.F.Gaertn.,ok
wfo-0000500530,Shorea pauciflora King,ok
wfo-0000712769,Gymnopetalum chinense Merr.,ok
wfo-0000197538,Indigofera reticulata Franch.,ok
wfo-0000194005,Indigofera nummulariifolia (L.) Livera ex Alston,ok
wfo-0000795633,Gnetum macrostachyum Hook.f.,ok
wfo-0000450926,Mansonia gagei J.R.Drumm.,ok
wfo-0001107431,Tapeinidium pinnatum (Cav.) C.Chr.,ok
wfo-0001126917,Humata pectinata (Sm.) Desv.,ok
wfo-0000410070,Tetrastigma scariosum (Blume) Planch.,ok
wfo-0000740106,Sciaphila thaidanica K.Larsen,ok
wfo-0000457326,Trichospermum javanicum Blume,ok
wfo-0000834469,Cerbera manghas L.,ok
wfo-0001276110,Ardisia labisiaefolia King & Gamble,ok
wfo-0000795635,Gnetum microcarpum Blume,ok
wfo-0000813429,Jasminum latipetalum C.B.Clarke,ok
wfo-0000572679,Brownlowia peltata Benth.,ok
wfo-0000413161,Taxillus incanus (Trimen) Wiens,ok
wfo-0000159433,Dissochaeta reformata Blume,ok
wfo-0000584458,Capparis acutifolia Sweet,ok
wfo-0000183493,Vigna radiata (L.) R.Wilczek,ok
wfo-0000250115,Neohymenopogon parasiticus (Wall.) Bennet,ok
wfo-0000098564,Strobocalyx solanifolia (Benth.) Sch.Bip.,ok
wfo-0000740748,Smilax blumei A.DC.,ok
wfo-0000199928,Crotalaria shanica Lace,ok
wfo-0000648652,Diospyros castanea (Craib) H.R.Fletcher,ok
wfo-0000399157,Reissantia indica (Willd.) N.Hallé,ok
wfo-0000466225,Mapania tenuiscapa C.B.Clarke,ok
wfo-0000925540,Agrostistachys borneensis Becc.,ok
wfo-0001252740,Calymmodon asiaticus Copel.,ok
wfo-0000377879,Cyperus mitis Steud.,ok
wfo-0000507652,Pycreus unioloides (R.Br.) Urb.,ok
wfo-0000279184,Plumeria rubra L.,ok
wfo-0000234466,Mallotus brevipetiolatus Gage,ok
wfo-0001443980,Millettia suddeei Mattapha & Tetsana,ok
wfo-0000815178,Lobelia heyneana Schult.,ok
wfo-0001298124,Operculina petaloidea (Choisy) Ooststr.,ok
wfo-0000691313,Flemingia trifoliata (Jungh.) C.Y.Wu,ok
wfo-0000909490,Coelogyne trinervis Lindl.,ok
wfo-0000319660,Syzygium winitii (Craib) Merr. & L.M.Perry,ok
wfo-0001257370,Elaphoglossum malayense Holttum,ok
wfo-0001123005,Dryopteris neoassamensis Ching,ok
wfo-0001050697,Lannea coromandelica (Houtt.) Merr.,ok
wfo-0000153287,Thelypteris exsculpta (Baker) K.Iwats.,ok
wfo-0000726297,Hydrobryum khaoyaiense Mak.Kato,ok
wfo-0000185910,Millettia extensa (Benth.) Baker,ok
wfo-0000408636,Trichosanthes pallida Duyfjes & Pruesapan,ok
wfo-0000227977,Liparis bistriata C.S.P.Parish & Rchb.f.,ok
wfo-0000774639,Planchonia valida Blume,ok
wfo-0001108006,Vittaria scolopendrina (Bory) Thwaites,ok
wfo-0000193193,Indigofera linifolia (L.f.) Retz.,ok
wfo-1000035895,Scleromitrion brachypodum (DC.) T.C.Hsu,ok
wfo-0001342972,Toxicopueraria peduncularis (Benth.) A.N.Egan & B.Pan,ok
wfo-0000937042,Daemonorops grandis (Griff.) Mart.,ok
wfo-0001016168,Photinia stenophylla Hand.-Mazz.,ok
wfo-0000198033,Dolichos junghuhnianus Benth.,ok
wfo-0000505046,Stephania oblata Craib,ok
wfo-0000305070,Sauropus quadrangularis (Willd.) Müll.Arg.,ok
wfo-0000292767,Quercus ramsbottomii A.Camus,ok
wfo-0000544306,Ardisia fletcheri K.Larsen & C.M.Hu,ok
wfo-0001060025,Sinodolichos oxyphyllus (Benth.) Verdc.,ok
wfo-0000509977,Peucedanum dhana Buch.-Ham. ex C.B.Clarke,ok
wfo-0000398907,Rorippa nasturtium-aquaticum (L.) Hayek,ok
wfo-0000995169,Rubus niveus Thunb.,ok
wfo-0000814069,Jasminum extensum Wall. ex G.Don,ok
wfo-0000711819,Guioa diplopetala Radlk.,ok
wfo-0000389351,Dioscorea brevipetiolata Prain & Burkill,ok
wfo-0000476084,Pterocymbium macranthum Kosterm.,ok
wfo-0000180759,Erythrina fusca Lour.,ok
wfo-0000147888,Arthromeris phuluangensis Tagawa & K.Iwats.,ok
wfo-0001261869,Pleocnemia irregularis (C.Presl) Holttum,ok
wfo-0000458557,Torenia siamensis T.Yamaz.,ok
wfo-0001120257,Xiphopteris khaoluangensis Tagawa & K.Iwats.,ok
wfo-0000445810,Limnophila parviflora T.Yamaz.,ok
wfo-0000524966,Albertisia puberula Forman,ok
wfo-0000830291,Chrysobalanus icaco L.,ok
wfo-0000319746,Tabernaemontana bovina Lour.,ok
wfo-0000649824,Diospyros tahanensis Bakh.,ok
wfo-0000233074,Magnolia craibiana Dandy,ok
wfo-0001244534,Securidaca inappendiculata Hassk.,ok
wfo-0000199981,Dalbergia nigrescens Kurz,ok
wfo-0000200319,Fordia pauciflora Dunn,ok
wfo-0000401771,Eichhornia crassipes (Mart.) Solms,ok
wfo-0001237632,Phyllagathis siamensis Cellin. & S.S.Renner,ok
wfo-0001267526,Phyllagathis rotundifolia (Jack) Blume,ok
wfo-0001033791,Aganope balansae (Gagnep.) L.K.Phan,ok
wfo-0000463661,Macaranga siamensis S.J.Davies,ok
wfo-0001229927,Dichroa febrifuga Lour.,ok
wfo-0001109781,Macroglena meifolia (Bory ex Willd.) Copel.,ok
wfo-0000423454,Fimbristylis smitinandii T.Koyama,ok
wfo-0001236383,Sopubia comosa (Bonati) T.Yamaz.,ok
wfo-0000670258,Epirixanthes elongata Blume,ok
wfo-0000540853,Apodytes dimidiata E.Mey. ex Arn.,ok
wfo-0000233063,Magnolia coco (Lour.) DC.,ok
wfo-0001115974,Lepisorus subconfluens Ching,ok
wfo-0000199673,Sindora echinocalyx Prain,ok
wfo-0000780684,Nyctocalos brunfelsiiflorum Teijsm. & Binn.,ok
wfo-0001242669,Oleandra pistillaris (Sw.) C.Chr.,ok
wfo-0000428546,Xanthophyllum geesinkii Meijden,ok
wfo-0000140484,Davallia corniculata T.Moore,ok
wfo-0000492318,Symplocos longifolia H.R.Fletcher,ok
wfo-0000684317,Exacum sutaepense Hosseus ex Craib,ok
wfo-0000425884,Fuirena ciliaris (L.) Roxb.,ok
wfo-0001252685,Thelypteris molliuscula (Kuhn) K.Iwats.,ok
wfo-0000713318,Gynotroches axillaris Blume,ok
wfo-0000186209,Afzelia xylocarpa (Kurz) Craib,ok
wfo-0001125310,Selaginella bisulcata Spring,ok
wfo-0000572690,Brownlowia tersa (L.) Kosterm.,ok
wfo-0000189665,Vigna vexillata (L.) A.Rich.,ok
wfo-0000199407,Erythrophleum teysmannii (Kurz) Craib,ok
wfo-0000230073,Lithocarpus magnificus (Brandis) A.Camus,ok
