volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,accepted_name,thailand,distribution,ecology,family_url,genus_url,species_url,scraped_at,specific_name,wfo_id,wfo_full_name,wfo_source
11,Araceae,4. Amorphophallus,Amorphophallus,4.0,Amorphophallus muelleri Blume,This is currently accepted.,"NORTHERN: Chiang Mai, Tak; SOUTH-WESTERN: Kanchanaburi (type of Amorphophallus erubescens : Wichian, Kwae Noi River Basin Exp. NR. 200A, holotype -L, isotypes -A K L).",Andaman Islands (type of,Ruderal and open secondary seasonal forests.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Amorphophallus&tdcode=04861,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04893,2025-10-20T02:29:54.252230+00:00,Amorphophallus muelleri Blume,,,unfilled
11,Araceae,14. Homalomena,Homalomena,14.0,Homalomena rostrata Griff.,This is currently accepted.,PENINSULAR: Narathiwat.,"Peninsular Malaysia, Sumatra, NW Borneo. For a detailed discussion of typifications of","Lowland swamp forests, or peat swamp forests.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Homalomena&tdcode=04989,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04995,2025-10-20T02:38:25.106299+00:00,Homalomena rostrata Griff.,,,unfilled
11,Araceae,14. Homalomena,Homalomena,14.0,Homalomena pontederiifolia Griff. ex Hook.f.,This is currently accepted.,"PENINSULAR: Nakhon Si Thammarat, Trang, Satun, Songkhla, Yala.",Peninsular Malaysia (type).,Primary perhumid to moist evergreen lowland forests.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Homalomena&tdcode=04989,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04994,2025-10-20T02:38:37.411715+00:00,Homalomena pontederiifolia Griff. ex Hook.f.,,,unfilled
2,Rosaceae,11 Fragaria,Fragaria,11.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Fragaria&tdcode=00110,,2025-10-20T16:53:04.162781+00:00,,,,unfilled
2,Theaceae,2,,2.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Theaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=2&tdcode=,,2025-10-20T16:59:01.488529+00:00,,,,unfilled
5,Opiliaceae,2 Melientha,Melientha,2.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Opiliaceae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Melientha&tdcode=01020,,2025-10-20T17:39:32.811762+00:00,,,,unfilled
5,Opiliaceae,4,,4.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Opiliaceae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=4&tdcode=,,2025-10-20T17:39:41.450956+00:00,,,,unfilled
5,Opiliaceae,5,,5.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Opiliaceae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=5&tdcode=,,2025-10-20T17:39:50.166371+00:00,,,,unfilled
5,Opiliaceae,3 Urobortrya,Urobortrya,3.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Opiliaceae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Urobortrya&tdcode=,,2025-10-20T17:39:54.551100+00:00,,,,unfilled
5,Malpighiaceae,5 Malpighia,Malpighia,5.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Malpighiaceae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Malpighia&tdcode=01415,,2025-10-20T17:45:49.627178+00:00,,,,unfilled
5,Nyctaginaceae,2 Bougainvillea,Bougainvillea,2.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Nyctaginaceae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Bougainvillea&tdcode=01498,,2025-10-20T17:48:01.068663+00:00,,,,unfilled
6,Tiliaceae,5 Trichospcrmum,Trichospcrmum,5.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Tiliaceae&volumeno=6,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Trichospcrmum&tdcode=,,2025-10-20T17:54:45.352546+00:00,,,,unfilled
7,Sapindaceae,14. Litchi,Litchi,14.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Sapindaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Litchi&tdcode=02365,,2025-10-20T18:05:51.423586+00:00,,,,unfilled
7,Sterculiaceae,4. Dombeya,Dombeya,4.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Sterculiaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Dombeya&tdcode=02736,,2025-10-20T18:16:19.522714+00:00,,,,unfilled
8,Euphorbiaceae,71. Pterococcus,Pterococcus,71.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pterococcus&tdcode=,,2025-10-20T18:23:09.583521+00:00,,,,unfilled
10,Dioscoreaceae,2,,2.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Dioscoreaceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=2&tdcode=,,2025-10-20T18:41:36.215579+00:00,,,,unfilled
10,Dioscoreaceae,,,,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Dioscoreaceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=&tdcode=,,2025-10-20T18:41:40.494488+00:00,,,,unfilled
11,Araceae,3. Alocasia,Alocasia,3.0,Alocasia sp. nov. A,This is currently accepted.,NORTH-EASTERN: Nong Khai.,"Known only from sterile material from Nong Khai, Se Ka, Phu Wua Wildlife Sanctuary 18° 09’ 07” N; 103° 57’ 32” E – Pooma et al. 2708 -BKF L [0883612].","Wet rocks in open, dry deciduous forests on sandy soils.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Alocasia&tdcode=04848,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04859,2025-10-20T18:56:08.949485+00:00,Alocasia sp. nov. A,,,unfilled
11,Araceae,3. Alocasia,Alocasia,3.0,Alocasia sp. nov. B,This is currently accepted.,PENINSULAR: Surat Thani.,"Know only from sterile and fruiting specimens Surat Thani (Khao Phra Rahu – Smitinand & Sleumer 1218 -BKF L, Khao Lak – Smitinand & Sleumer 1200 -BKF L).",forestsed limestone.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Alocasia&tdcode=04848,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04860,2025-10-20T18:56:11.621752+00:00,Alocasia sp. nov. B,,,unfilled
11,Araceae,Pseudodracontium,Pseudodracontium,,Group of Pseudodracontium lacourii (Linden & André) N.E.Br.,This is currently accepted.,"NORTHERN: Chiang Mai, Phitsanulok, Tak; NORTH-EASTERN: Udon Thani; SOUTH-WESTERN: Uthai Thani, Kanchanaburi (type of Pseudodracontium latifolium : Dransfield JD6219, sub. Hetterscheid H.AM. 167-T, holotype -MHA, paratype -K); CENTRAL: Saraburi SOUTH-EASTERN: Sa Kaeo, Chon Buri, Trat; PENINSULAR: Phuket, Songkhla.","Laos, Cambodia, S Vietnam (type and type of","In light forests and forests margins and in rocky open conditions, often in crevices on slopes, often forming large populations on flat ground.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pseudodracontium&tdcode=04917,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04919,2025-10-20T19:01:19.019122+00:00,Group of Pseudodracontium lacourii (Linden & André) N.E.Br.,,,unfilled
11,Lythraceae,3. Duabanga,Duabanga,3.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Lythraceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Duabanga&tdcode=05354,,2025-10-20T19:26:09.236903+00:00,,,,unfilled
11,Lythraceae,9. Sonneratia,Sonneratia,9.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Lythraceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Sonneratia&tdcode=05392,,2025-10-20T19:26:13.512070+00:00,,,,unfilled
11,Onagraceae,1. Circaea,Circaea,1.0,,,,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Onagraceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Circaea&tdcode=05401,,2025-10-20T19:26:31.615371+00:00,,,,unfilled
12,Orchidaceae,15. Habenaria,Habenaria,15.0,Habenaria humistrata Rolfe ex Downie,Habenaria diphylla,"NORTHERN: Mae Hong Son, Chiang Mai ( Doi Suthep – type: Kerr 194, holotype -K, isotypes -C L P); NORTH-EASTERN: Loei, Sakon Nakhon; CENTRAL: Nakhon Nayok; EASTERN: Chaiyaphum, Ubon Ratchathani.",Endemic.,"In humous or sandy soil in deciduous forests, hill evergreen forests and pine forests over granite or shale; 190–1,200 m alt. Flowering: mainly June–September.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Habenaria&tdcode=05537,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05557,2025-10-20T19:40:30.350465+00:00,Habenaria diphylla,,,unfilled
12,Orchidaceae,28. Peristylus,Peristylus,28.0,Peristylus lacertiferus (Lindl.) J.J.Sm.,This is currently accepted.,"NORTHERN: Mae Hong Son, Chiang Mai, Chiang Rai, Nan, Lamphun, Tak, Phitsanulok; NORTH-EASTERN: Loei; EASTERN: Chaiyaphum, Nakhon Ratchasima, Si Sa Ket; SOUTH-WESTERN: Kanchanaburi; CENTRAL: Nakhon Nayok; SOUTH-EASTERN: Prachin Buri; PENINSULAR: Surat Thani, Phangnga, Pattani.","E Himalaya, Myanmar (type), China, Taiwan, Japan, Peninsular Malaysia, Sumatra, Java, Borneo, the Philippines.","In broad-leaved evergreen forests, deciduous forests, pine forests, bamboo forests and open grasslands over granite, 100–1,900 m alt. Flowering: August–October.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Peristylus&tdcode=05651,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05661,2025-10-20T19:44:02.048073+00:00,Peristylus lacertiferus (Lindl.) J.J.Sm.,,,unfilled
12,Orchidaceae,28. Peristylus,Peristylus,28.0,Peristylus phuwuaensis Kurzweil,This is currently accepted.,"NORTH-EASTERN: Nong Khai (Phu Wua – type: Thaithong 1428, holotype -BCU).",Endemic.,"In sandy soil in deciduous dipterocarp forests, ca 200 m alt. Flowering: October.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Peristylus&tdcode=05651,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05665,2025-10-20T19:44:04.861938+00:00,Peristylus phuwuaensis Kurzweil,,,unfilled
12,Orchidaceae,2. Anoectochilus,Anoectochilus,2.0,Anoectochilus geniculatus Ridl.,This is currently accepted.,"SOUTH-EASTERN: Prachin Buri (Pang Sida); PENINSULAR: Nakhon Si Thammarat, Trang (Khao Chong).","Peninsular Malaysia (syntypes), Singapore (syntypes), Sumatra, Borneo.",Moist ground in upper tropical rain forests; 600–900 m alt. Flowering: recorded in January–February and August.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Anoectochilus&tdcode=05484,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05487,2025-10-20T19:46:18.772224+00:00,Anoectochilus geniculatus Ridl.,,,unfilled
12,Orchidaceae,36. Zeuxine,Zeuxine,36.0,Zeuxine parvifolia (Ridl.) K. Schum. & Fedde,This is currently accepted.,"NORTHERN: Chiang Mai, Lampang (Chae Son), Phrae (Mae Yom), Phitsanulok (Thung Salaeng Luang), Nakhon Sawan; NORTH-EASTERN: Loei (Phu Luang); SOUTH-WESTERN: Kanchanaburi, Phetchaburi (Kaeng Krachan); PENINSULAR: Songkhla (Khao Ram).","Insufficiently known, but including at least Myanmar, S China, Laos, Vietnam, Cambodia and Peninsular Malaysia (type).","Humus-rich ground in tropical rain forests, seasonal evergreen forests, hill evergreen forests, mixed deciduous forests and bamboo thickets on granite, limestone or sandstone bedrock; 40–1,400 m alt. Flowering: October–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Zeuxine&tdcode=05695,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05703,2025-10-20T19:50:58.746056+00:00,Zeuxine parvifolia (Ridl.) K. Schum. & Fedde,,,unfilled
