bkf_specific_name,bkf_wfo_id,specific_name_clean,bkf_wfo_full_name,o7_wfo_id,o7_wfo_full_name,cand_wfo_id,cand_wfo_full_name,wfo_id_final,wfo_source,conflict_bkf_vs_o7,conflict_bkf_vs_cand,conflict_o7_vs_cand,any_conflict,wfo_full_name_final
Lophopetalum wightianum Arn.,wfo-0000358928,lophopetalum wightianum arn.,This is currently accepted.,wfo-0000358928,Lophopetalum wightianum Arn.,,,wfo-0000358928,bkf_original,False,False,False,False,Lophopetalum wightianum Arn.
Lophopetalum duperreanum Pierre,wfo-0000359002,lophopetalum duperreanum pierre,This is currently accepted.,wfo-0000359002,Lophopetalum duperreanum Pierre,,,wfo-0000359002,bkf_original,False,False,False,False,Lophopetalum duperreanum Pierre
Lophopetalum javanicum (Zoll.) Turcz.,wfo-0001423965,lophopetalum javanicum (zoll.) turcz.,This is currently accepted.,wfo-0001423965,Lophopetalum javanicum (Zoll.) Turcz.,,,wfo-0001423965,bkf_original,False,False,False,False,Lophopetalum javanicum (Zoll.) Turcz.
Salacia korthalsiana Miq.,wfo-0000436658,salacia korthalsiana miq.,This is currently accepted.,wfo-0000436658,Salacia korthalsiana Miq.,,,wfo-0000436658,bkf_original,False,False,False,False,Salacia korthalsiana Miq.
Salacia oblongifolia Blume,wfo-0001428962,salacia oblongifolia blume,This is currently accepted.,wfo-0001428962,Salacia oblongifolia Blume,,,wfo-0001428962,bkf_original,False,False,False,False,Salacia oblongifolia Blume
Salacia rostrata Pierre,wfo-0000435827,salacia rostrata pierre,This is currently accepted.,wfo-0000435827,Salacia rostrata Pierre,,,wfo-0000435827,bkf_original,False,False,False,False,Salacia rostrata Pierre
Salacia dongnaiensis Pierre,wfo-0000436732,salacia dongnaiensis pierre,This is currently accepted.,wfo-0000436732,Salacia dongnaiensis Pierre,,,wfo-0000436732,bkf_original,False,False,False,False,Salacia dongnaiensis Pierre
Salacia macrophylla Blume,wfo-0001259733,salacia macrophylla blume,This is currently accepted.,wfo-0001259733,Salacia macrophylla Blume,,,wfo-0001259733,bkf_original,False,False,False,False,Salacia macrophylla Blume
Salacia chinensis L.,wfo-0001065503,salacia chinensis l.,This is currently accepted.,wfo-0001065503,Salacia chinensis L.,,,wfo-0001065503,bkf_original,False,False,False,False,Salacia chinensis L.
Salacia viminea Wall. ex M.A. Lawson,wfo-0000435783,salacia viminea wall. ex m.a. lawson,This is currently accepted.,,,wfo-0000435783,Salacia viminea Wall. ex M.A.Lawson,wfo-0000435783,bkf_original,False,False,False,False,
Salacia verrucosa Wight,wfo-0000435781,salacia verrucosa wight,This is currently accepted.,wfo-0000435781,Salacia verrucosa Wight,,,wfo-0000435781,bkf_original,False,False,False,False,Salacia verrucosa Wight
Salacia laotica Pit.,wfo-0000436697,salacia laotica pit.,This is currently accepted.,wfo-0000436697,Salacia laotica Pit.,,,wfo-0000436697,bkf_original,False,False,False,False,Salacia laotica Pit.
Salacia grandiflora Kurz,wfo-0001428961,salacia grandiflora kurz,This is currently accepted.,wfo-0001428961,Salacia grandiflora Kurz,,,wfo-0001428961,bkf_original,False,False,False,False,Salacia grandiflora Kurz
Salacia noronhioides Pierre,wfo-0000435756,salacia noronhioides pierre,This is currently accepted.,wfo-0000435756,Salacia noronhioides Pierre,,,wfo-0000435756,bkf_original,False,False,False,False,Salacia noronhioides Pierre
Loeseneriella macrantha (Korth.) A.C.Sm.,wfo-0001035353,loeseneriella macrantha (korth.) a.c.sm.,This is currently accepted.,wfo-0001035353,Loeseneriella macrantha (Korth.) A.C.Sm.,,,wfo-0001035353,bkf_original,False,False,False,False,Loeseneriella macrantha (Korth.) A.C.Sm.
Loeseneriella pauciflora (DC.) A.C.Sm.,wfo-0000359012,loeseneriella pauciflora (dc.) a.c.sm.,This is currently accepted.,wfo-0000359012,Loeseneriella pauciflora (DC.) A.C.Sm.,,,wfo-0000359012,bkf_original,False,False,False,False,Loeseneriella pauciflora (DC.) A.C.Sm.
Loeseneriella africana (Willd.) R.Wilczek ex N.Hallé,,loeseneriella africana (willd.) r.wilczek ex n.hallé,This is currently accepted.,wfo-0001065518,Loeseneriella africana (Willd.) R.Wilczek ex N.Hallé,,,wfo-0001065518,output7_exact,False,False,False,False,Loeseneriella africana (Willd.) R.Wilczek ex N.Hallé
Arnicratea ferruginea (King) N.Hallé,wfo-0000549538,arnicratea ferruginea (king) n.hallé,This is currently accepted.,wfo-0000549538,Arnicratea ferruginea (King) N.Hallé,,,wfo-0000549538,bkf_original,False,False,False,False,Arnicratea ferruginea (King) N.Hallé
Arnicratea cambodiana (Pierre) N.Hallé,wfo-0000549537,arnicratea cambodiana (pierre) n.hallé,This is currently accepted.,wfo-0000549537,Arnicratea cambodiana (Pierre) N.Hallé,,,wfo-0000549537,bkf_original,False,False,False,False,Arnicratea cambodiana (Pierre) N.Hallé
Reissantia grahamii,wfo-0000549539,reissantia grahamii,Reissantia grahamii,wfo-0000399151,Reissantia grahamii (Wight) Ding Hou,,,wfo-0000549539,bkf_original,True,False,False,True,
Reissantia indica (Willd.) N.Hallé,wfo-0000399157,reissantia indica (willd.) n.hallé,This is currently accepted.,wfo-0000399157,Reissantia indica (Willd.) N.Hallé,,,wfo-0000399157,bkf_original,False,False,False,False,Reissantia indica (Willd.) N.Hallé
Illigera pulchra Blume,wfo-0000730127,illigera pulchra blume,This is currently accepted.,wfo-0000730127,Illigera pulchra Blume,,,wfo-0000730127,bkf_original,False,False,False,False,Illigera pulchra Blume
Illigera celebica Miq.,wfo-0001065354,illigera celebica miq.,This is currently accepted.,wfo-0001065354,Illigera celebica Miq.,,,wfo-0001065354,bkf_original,False,False,False,False,Illigera celebica Miq.
Illigera rhodantha Hance,wfo-0001065341,illigera rhodantha hance,This is currently accepted.,wfo-0001065341,Illigera rhodantha Hance,,,wfo-0001065341,bkf_original,False,False,False,False,Illigera rhodantha Hance
Illigera thorelii Gagnep.,wfo-0000730130,illigera thorelii gagnep.,This is currently accepted.,wfo-0000730130,Illigera thorelii Gagnep.,,,wfo-0000730130,bkf_original,False,False,False,False,Illigera thorelii Gagnep.
Illigera pierrei Gagnep.,wfo-0000730126,illigera pierrei gagnep.,This is currently accepted.,wfo-0000730126,Illigera pierrei Gagnep.,,,wfo-0000730126,bkf_original,False,False,False,False,Illigera pierrei Gagnep.
Illigera trifoliata (Griff.) Dunn,,illigera trifoliata (griff.) dunn,This is currently accepted.,wfo-0001065362,Illigera trifoliata (Griff.) Dunn,,,wfo-0001065362,output7_exact,False,False,False,False,Illigera trifoliata (Griff.) Dunn
Illigera parviflora Dunn,,illigera parviflora dunn,This is currently accepted.,wfo-0001065353,Illigera parviflora Dunn,,,wfo-0001065353,output7_exact,False,False,False,False,Illigera parviflora Dunn
Gyrocarpus americanus Jacq.,wfo-0000713868,gyrocarpus americanus jacq.,This is currently accepted.,wfo-0000713868,Gyrocarpus americanus Jacq.,,,wfo-0000713868,bkf_original,False,False,False,False,Gyrocarpus americanus Jacq.
Hernandia nymphaeifolia (C.Presl) Kubitzki,wfo-0000720609,hernandia nymphaeifolia (c.presl) kubitzki,This is currently accepted.,wfo-0000720609,Hernandia nymphaeifolia (C.Presl) Kubitzki,,,wfo-0000720609,bkf_original,False,False,False,False,Hernandia nymphaeifolia (C.Presl) Kubitzki
Leea macrophylla Roxb. ex Hornem.,wfo-0001145756,leea macrophylla roxb. ex hornem.,This is currently accepted.,wfo-1000051739,Leea macrophylla Roxb. ex Hornem.,,,wfo-0001145756,bkf_original,True,False,False,True,
Leea simplicifolia Zoll. & Moritzi,wfo-0001145773,leea simplicifolia zoll. & moritzi,This is currently accepted.,wfo-0001145773,Leea simplicifolia Zoll. & Moritzi,,,wfo-0001145773,bkf_original,False,False,False,False,Leea simplicifolia Zoll. & Moritzi
Leea angulata Korth. ex Miq.,wfo-0001145788,leea angulata korth. ex miq.,This is currently accepted.,wfo-0001145788,Leea angulata Korth. ex Miq.,,,wfo-0001145788,bkf_original,False,False,False,False,Leea angulata Korth. ex Miq.
Leea aequata L.,wfo-0001145448,leea aequata l.,This is currently accepted.,wfo-0001145448,Leea aequata L.,,,wfo-0001145448,bkf_original,False,False,False,False,Leea aequata L.
Leea thorelii Gagnep.,wfo-0001145835,leea thorelii gagnep.,This is currently accepted.,wfo-0001145835,Leea thorelii Gagnep.,,,wfo-0001145835,bkf_original,False,False,False,False,Leea thorelii Gagnep.
Leea curtisii King,wfo-0001145795,leea curtisii king,This is currently accepted.,wfo-0001145795,Leea curtisii King,,,wfo-0001145795,bkf_original,False,False,False,False,Leea curtisii King
Leea setuligera C.B.Clarke,wfo-0001145830,leea setuligera c.b.clarke,This is currently accepted.,wfo-0001145830,Leea setuligera C.B.Clarke,,,wfo-0001145830,bkf_original,False,False,False,False,Leea setuligera C.B.Clarke
Leea asiatica,wfo-0001145754,leea asiatica,Leea asiatica,wfo-0001145449,Leea asiatica (L.) Ridsdale,,,wfo-0001145754,bkf_original,True,False,False,True,
Leea indica (Burm.f.) Merr.,wfo-0001145518,leea indica (burm.f.) merr.,This is currently accepted.,wfo-0001145518,Leea indica (Burm.f.) Merr.,,,wfo-0001145518,bkf_original,False,False,False,False,Leea indica (Burm.f.) Merr.
Leea guineensis G.Don,wfo-0001145321,leea guineensis g.don,This is currently accepted.,wfo-0001145321,Leea guineensis G.Don,,,wfo-0001145321,bkf_original,False,False,False,False,Leea guineensis G.Don
Leea rubra Blume ex Spreng.,wfo-0001145265,leea rubra blume ex spreng.,This is currently accepted.,,,,,wfo-0001145265,bkf_original,False,False,False,False,
Mastixia euonymoides Prain,wfo-0000237923,mastixia euonymoides prain,This is currently accepted.,wfo-0000237923,Mastixia euonymoides Prain,,,wfo-0000237923,bkf_original,False,False,False,False,Mastixia euonymoides Prain
Mastixia trichotoma Blume,wfo-0000237981,mastixia trichotoma blume,This is currently accepted.,wfo-0000237981,Mastixia trichotoma Blume,,,wfo-0000237981,bkf_original,False,False,False,False,Mastixia trichotoma Blume
Mastixia pentandra Blume,wfo-0000237957,mastixia pentandra blume,This is currently accepted.,wfo-0000237957,Mastixia pentandra Blume,,,wfo-0000237957,bkf_original,False,False,False,False,Mastixia pentandra Blume
Paropsia vareciformis (Griff.) Mast.,wfo-0001091409,paropsia vareciformis (griff.) mast.,This is currently accepted.,,,wfo-0001091409,Paropsia vareciformis Mast.,wfo-0001091409,bkf_original,False,False,False,False,
Adenia penangiana (Wall. ex G.Don) W.J.de Wilde,wfo-0000520067,adenia penangiana (wall. ex g.don) w.j.de wilde,This is currently accepted.,wfo-0000520067,Adenia penangiana (Wall. ex G.Don) W.J.de Wilde,,,wfo-0000520067,bkf_original,False,False,False,False,Adenia penangiana (Wall. ex G.Don) W.J.de Wilde
Adenia pinnatisecta (Craib) Craib,wfo-0000520072,adenia pinnatisecta (craib) craib,This is currently accepted.,wfo-0000520072,Adenia pinnatisecta (Craib) Craib,,,wfo-0000520072,bkf_original,False,False,False,False,Adenia pinnatisecta (Craib) Craib
Adenia heterophylla (Blume) Koord.,wfo-0000519991,adenia heterophylla (blume) koord.,This is currently accepted.,wfo-0000519991,Adenia heterophylla (Blume) Koord.,,,wfo-0000519991,bkf_original,False,False,False,False,Adenia heterophylla (Blume) Koord.
Adenia macrophylla (Blume) Koord.,,adenia macrophylla (blume) koord.,This is currently accepted.,,,wfo-0000520030,Adenia macrophylla Koord.,wfo-0000520030,candidates_unique,False,False,False,False,
Adenia cardiophylla (Mast.) Engl.,wfo-0000519941,adenia cardiophylla (mast.) engl.,This is currently accepted.,,,wfo-0000519941,Adenia cardiophylla Engl.,wfo-0000519941,bkf_original,False,False,False,False,
Adenia viridiflora Craib,wfo-0000520130,adenia viridiflora craib,This is currently accepted.,wfo-0000520130,Adenia viridiflora Craib,,,wfo-0000520130,bkf_original,False,False,False,False,Adenia viridiflora Craib
Passiflora foetida L.,wfo-0000479879,passiflora foetida l.,This is currently accepted.,wfo-0000479879,Passiflora foetida L.,,,wfo-0000479879,bkf_original,False,False,False,False,Passiflora foetida L.
Passiflora edulis Sims,wfo-0000479905,passiflora edulis sims,This is currently accepted.,wfo-0000479905,Passiflora edulis Sims,,,wfo-0000479905,bkf_original,False,False,False,False,Passiflora edulis Sims
Passiflora wilsonii Hemsl.,wfo-0001090972,passiflora wilsonii hemsl.,This is currently accepted.,wfo-0001090972,Passiflora wilsonii Hemsl.,,,wfo-0001090972,bkf_original,False,False,False,False,Passiflora wilsonii Hemsl.
Passiflora siamica Craib,wfo-0001091108,passiflora siamica craib,This is currently accepted.,wfo-0001091108,Passiflora siamica Craib,,,wfo-0001091108,bkf_original,False,False,False,False,Passiflora siamica Craib
Passiflora perakensis Hallier f.,wfo-0000480172,passiflora perakensis hallier f.,This is currently accepted.,wfo-0000480172,Passiflora perakensis Hallier f.,,,wfo-0000480172,bkf_original,False,False,False,False,Passiflora perakensis Hallier f.
Duranta erecta L.,wfo-0000946828,duranta erecta l.,This is currently accepted.,wfo-0000946828,Duranta erecta L.,,,wfo-0000946828,bkf_original,False,False,False,False,Duranta erecta L.
Stachytarpheta jamaicensis (L.) Vahl,wfo-0000314894,stachytarpheta jamaicensis (l.) vahl,This is currently accepted.,wfo-0000314894,Stachytarpheta jamaicensis (L.) Vahl,,,wfo-0000314894,bkf_original,False,False,False,False,Stachytarpheta jamaicensis (L.) Vahl
Phyla nodiflora (L.) Greene,wfo-0000270345,phyla nodiflora (l.) greene,This is currently accepted.,wfo-0000270345,Phyla nodiflora (L.) Greene,,,wfo-0000270345,bkf_original,False,False,False,False,Phyla nodiflora (L.) Greene
Verbena officinalis L.,wfo-0000332143,verbena officinalis l.,This is currently accepted.,wfo-0000332143,Verbena officinalis L.,,,wfo-0000332143,bkf_original,False,False,False,False,Verbena officinalis L.
Lantana camara L.,wfo-0000223016,lantana camara l.,This is currently accepted.,wfo-0000223016,Lantana camara L.,,,wfo-0000223016,bkf_original,False,False,False,False,Lantana camara L.
Lantana trifolia L.,wfo-0000223429,lantana trifolia l.,This is currently accepted.,wfo-0000223429,Lantana trifolia L.,,,wfo-0000223429,bkf_original,False,False,False,False,Lantana trifolia L.
Bouea oppositifolia (Roxb.) Meisn.,wfo-0000569874,bouea oppositifolia (roxb.) meisn.,This is currently accepted.,wfo-1000080358,Bouea oppositifolia (Roxb.) Meisn.,,,wfo-0000569874,bkf_original,True,False,False,True,
Bouea macrophylla Griff.,wfo-0000569871,bouea macrophylla griff.,This is currently accepted.,wfo-0000569871,Bouea macrophylla Griff.,,,wfo-0000569871,bkf_original,False,False,False,False,Bouea macrophylla Griff.
Gluta usitata (Wall.) Ding Hou,wfo-0000704326,gluta usitata (wall.) ding hou,This is currently accepted.,wfo-0000704326,Gluta usitata (Wall.) Ding Hou,,,wfo-0000704326,bkf_original,False,False,False,False,Gluta usitata (Wall.) Ding Hou
Gluta laccifera (Pierre) Ding Hou,wfo-0000704303,gluta laccifera (pierre) ding hou,This is currently accepted.,wfo-0000704303,Gluta laccifera (Pierre) Ding Hou,,,wfo-0000704303,bkf_original,False,False,False,False,Gluta laccifera (Pierre) Ding Hou
Gluta glabra (Wall.) Ding Hou,wfo-0000704301,gluta glabra (wall.) ding hou,This is currently accepted.,wfo-0000704301,Gluta glabra (Wall.) Ding Hou,,,wfo-0000704301,bkf_original,False,False,False,False,Gluta glabra (Wall.) Ding Hou
Gluta cambodiana Pierre,wfo-0000704291,gluta cambodiana pierre,This is currently accepted.,wfo-0000704291,Gluta cambodiana Pierre,,,wfo-0000704291,bkf_original,False,False,False,False,Gluta cambodiana Pierre
Gluta wrayi King,wfo-0000704332,gluta wrayi king,This is currently accepted.,wfo-0000704332,Gluta wrayi King,,,wfo-0000704332,bkf_original,False,False,False,False,Gluta wrayi King
Gluta tavoyana Wall. ex Hook.f.,wfo-0000704322,gluta tavoyana wall. ex hook.f.,This is currently accepted.,wfo-0000704322,Gluta tavoyana Hook.f.,,,wfo-0000704322,bkf_original,False,False,False,False,Gluta tavoyana Hook.f.
Gluta elegans (Wall.) Hook.f.,,gluta elegans (wall.) hook.f.,This is currently accepted.,,,wfo-0000704297,Gluta elegans (Wall.) Kurz,wfo-0000704297,candidates_unique,False,False,False,False,
Gluta velutina Blume,wfo-0000704327,gluta velutina blume,This is currently accepted.,wfo-0000704327,Gluta velutina Blume,,,wfo-0000704327,bkf_original,False,False,False,False,Gluta velutina Blume
Gluta renghas L.,wfo-0000704316,gluta renghas l.,This is currently accepted.,wfo-0000704316,Gluta renghas L.,,,wfo-0000704316,bkf_original,False,False,False,False,Gluta renghas L.
Gluta compacta Evrard,wfo-0000704295,gluta compacta evrard,This is currently accepted.,wfo-0000704295,Gluta compacta Evrard,,,wfo-0000704295,bkf_original,False,False,False,False,Gluta compacta Evrard
Gluta obovata Craib,wfo-0000704313,gluta obovata craib,This is currently accepted.,wfo-0000704313,Gluta obovata Craib,,,wfo-0000704313,bkf_original,False,False,False,False,Gluta obovata Craib
Melanochyla bracteata King,wfo-0000372644,melanochyla bracteata king,This is currently accepted.,wfo-0000372644,Melanochyla bracteata King,,,wfo-0000372644,bkf_original,False,False,False,False,Melanochyla bracteata King
Buchanania arborescens (Blume) Blume,wfo-0000573371,buchanania arborescens (blume) blume,This is currently accepted.,,,,,wfo-0000573371,bkf_original,False,False,False,False,
Buchanania sessifolia Blume,wfo-0000573455,buchanania sessifolia blume,This is currently accepted.,wfo-0000573455,Buchanania sessifolia Blume,,,wfo-0000573455,bkf_original,False,False,False,False,Buchanania sessifolia Blume
Buchanania cochinchinensis,wfo-0000573408,buchanania cochinchinensis,Buchanania cochinchinensis,wfo-0000573381,Buchanania cochinchinensis (Lour.) M.R.Almeida,,,wfo-0000573408,bkf_original,True,False,False,True,
Buchanania siamensis Miq.,wfo-0000573456,buchanania siamensis miq.,This is currently accepted.,wfo-0000573456,Buchanania siamensis Miq.,,,wfo-0000573456,bkf_original,False,False,False,False,Buchanania siamensis Miq.
Buchanania reticulata Hance,wfo-0000573452,buchanania reticulata hance,This is currently accepted.,wfo-0000573452,Buchanania reticulata Hance,,,wfo-0000573452,bkf_original,False,False,False,False,Buchanania reticulata Hance
Buchanania glabra Wall. ex Hook.f.,wfo-0000573399,buchanania glabra wall. ex hook.f.,This is currently accepted.,,,wfo-0000573399,Buchanania glabra Wall.,wfo-0000573399,bkf_original,False,False,False,False,
Campnosperma auriculatum (Blume) Hook.f.,wfo-0000583053,campnosperma auriculatum (blume) hook.f.,This is currently accepted.,,,wfo-0000583053,Campnosperma auriculatum Hook.f.,wfo-0000583053,bkf_original,False,False,False,False,
Campnosperma coriaceum (Jack) Hallier f. ex Steen.,wfo-0000583058,campnosperma coriaceum (jack) hallier f. ex steen.,This is currently accepted.,,,wfo-0000583058,Campnosperma coriaceum (Jack) Hallier f. ex Steenis,wfo-0000583058,bkf_original,False,False,False,False,
Semecarpus cochinchinensis Engl.,wfo-0000434880,semecarpus cochinchinensis engl.,This is currently accepted.,wfo-0000434880,Semecarpus cochinchinensis Engl.,,,wfo-0000434880,bkf_original,False,False,False,False,Semecarpus cochinchinensis Engl.
Semecarpus curtisii King,wfo-0001051838,semecarpus curtisii king,This is currently accepted.,wfo-0001051838,Semecarpus curtisii King,,,wfo-0001051838,bkf_original,False,False,False,False,Semecarpus curtisii King
Semecarpus reticulata Lecomte,wfo-0000434934,semecarpus reticulata lecomte,This is currently accepted.,wfo-0000434934,Semecarpus reticulata Lecomte,,,wfo-0000434934,bkf_original,False,False,False,False,Semecarpus reticulata Lecomte
Holigarna kurzii,wfo-0000434827,holigarna kurzii,Holigarna kurzii,wfo-0000724256,Holigarna kurzii King,,,wfo-0000434827,bkf_original,True,False,False,True,
Holigarna helferi Hook.f.,wfo-0000724255,holigarna helferi hook.f.,This is currently accepted.,wfo-0000724255,Holigarna helferi Hook.f.,,,wfo-0000724255,bkf_original,False,False,False,False,Holigarna helferi Hook.f.
Holigarna albicans Hook.f.,wfo-0000724247,holigarna albicans hook.f.,This is currently accepted.,wfo-0000724247,Holigarna albicans Hook.f.,,,wfo-0000724247,bkf_original,False,False,False,False,Holigarna albicans Hook.f.
Drimycarpus racemosus (Roxb.) Hook.f.,wfo-0000656641,drimycarpus racemosus (roxb.) hook.f.,This is currently accepted.,,,,,wfo-0000656641,bkf_original,False,False,False,False,
Mangifera caloneura Kurz,wfo-0000371222,mangifera caloneura kurz,This is currently accepted.,wfo-0000371222,Mangifera caloneura Kurz,,,wfo-0000371222,bkf_original,False,False,False,False,Mangifera caloneura Kurz
Mangifera caesia Jack,wfo-0000371266,mangifera caesia jack,This is currently accepted.,wfo-0000371266,Mangifera caesia Jack,,,wfo-0000371266,bkf_original,False,False,False,False,Mangifera caesia Jack
Mangifera griffithii Hook.f.,wfo-0000371211,mangifera griffithii hook.f.,This is currently accepted.,wfo-0000371211,Mangifera griffithii Hook.f.,,,wfo-0000371211,bkf_original,False,False,False,False,Mangifera griffithii Hook.f.
Mangifera indica L.,wfo-0000371248,mangifera indica l.,This is currently accepted.,wfo-0000371248,Mangifera indica L.,,,wfo-0000371248,bkf_original,False,False,False,False,Mangifera indica L.
Mangifera gedebe Miq.,wfo-0000371213,mangifera gedebe miq.,This is currently accepted.,wfo-0000371213,Mangifera gedebe Miq.,,,wfo-0000371213,bkf_original,False,False,False,False,Mangifera gedebe Miq.
Mangifera gracilipes Hook.f.,wfo-0000371218,mangifera gracilipes hook.f.,This is currently accepted.,wfo-0000371218,Mangifera gracilipes Hook.f.,,,wfo-0000371218,bkf_original,False,False,False,False,Mangifera gracilipes Hook.f.
Mangifera quadrifida Jack,wfo-0000371116,mangifera quadrifida jack,This is currently accepted.,wfo-0000371116,Mangifera quadrifida Jack,,,wfo-0000371116,bkf_original,False,False,False,False,Mangifera quadrifida Jack
Mangifera macrocarpa Blume,wfo-0000371259,mangifera macrocarpa blume,This is currently accepted.,wfo-0000371259,Mangifera macrocarpa Blume,,,wfo-0000371259,bkf_original,False,False,False,False,Mangifera macrocarpa Blume
Mangifera foetida Lour.,wfo-0000371219,mangifera foetida lour.,This is currently accepted.,wfo-0000371219,Mangifera foetida Lour.,,,wfo-0000371219,bkf_original,False,False,False,False,Mangifera foetida Lour.
Mangifera odorata Griff.,wfo-0000371112,mangifera odorata griff.,This is currently accepted.,wfo-0000371112,Mangifera odorata Griff.,,,wfo-0000371112,bkf_original,False,False,False,False,Mangifera odorata Griff.
Mangifera sylvatica Roxb.,wfo-0001051922,mangifera sylvatica roxb.,This is currently accepted.,wfo-0001051922,Mangifera sylvatica Roxb.,,,wfo-0001051922,bkf_original,False,False,False,False,Mangifera sylvatica Roxb.
Mangifera camptosperma Pierre,wfo-0000371228,mangifera camptosperma pierre,This is currently accepted.,wfo-0000371228,Mangifera camptosperma Pierre,,,wfo-0000371228,bkf_original,False,False,False,False,Mangifera camptosperma Pierre
Mangifera flava Evrard,wfo-0000371239,mangifera flava evrard,This is currently accepted.,wfo-0000371239,Mangifera flava Evrard,,,wfo-0000371239,bkf_original,False,False,False,False,Mangifera flava Evrard
Mangifera lagenifera Griff.,wfo-0000371258,mangifera lagenifera griff.,This is currently accepted.,wfo-0000371258,Mangifera lagenifera Griff.,,,wfo-0000371258,bkf_original,False,False,False,False,Mangifera lagenifera Griff.
Mangifera duperreana Pierre,wfo-0000371237,mangifera duperreana pierre,This is currently accepted.,wfo-0000371237,Mangifera duperreana Pierre,,,wfo-0000371237,bkf_original,False,False,False,False,Mangifera duperreana Pierre
Mangifera cochinchinensis Engl.,wfo-0000371230,mangifera cochinchinensis engl.,This is currently accepted.,wfo-0000371230,Mangifera cochinchinensis Engl.,,,wfo-0000371230,bkf_original,False,False,False,False,Mangifera cochinchinensis Engl.
Mangifera pentandra Hook.f.,wfo-0000371136,mangifera pentandra hook.f.,This is currently accepted.,wfo-0000371136,Mangifera pentandra Hook.f.,,,wfo-0000371136,bkf_original,False,False,False,False,Mangifera pentandra Hook.f.
Swintonia schwenckii (Teijsm. & Binn.) Teijsm. & Binn.,wfo-0000435360,swintonia schwenckii (teijsm. & binn.) teijsm. & binn.,This is currently accepted.,wfo-0000435360,Swintonia schwenckii (Teijsm. & Binn.) Teijsm. & Binn.,,,wfo-0000435360,bkf_original,False,False,False,False,Swintonia schwenckii (Teijsm. & Binn.) Teijsm. & Binn.
Swintonia floribunda Griff.,wfo-0000435410,swintonia floribunda griff.,This is currently accepted.,wfo-0000435410,Swintonia floribunda Griff.,,,wfo-0000435410,bkf_original,False,False,False,False,Swintonia floribunda Griff.
Pegia nitida Colebr.,wfo-0001051925,pegia nitida colebr.,This is currently accepted.,wfo-0001051925,Pegia nitida Colebr.,,,wfo-0001051925,bkf_original,False,False,False,False,Pegia nitida Colebr.
Parishia insignis Hook.f.,wfo-0000394586,parishia insignis hook.f.,This is currently accepted.,wfo-0000394586,Parishia insignis Hook.f.,,,wfo-0000394586,bkf_original,False,False,False,False,Parishia insignis Hook.f.
Toxicodendron wallichii,wfo-0001050704,toxicodendron wallichii,Toxicodendron wallichii,wfo-0001052260,Toxicodendron wallichii (Hook.f.) Kuntze,,,wfo-0001050704,bkf_original,True,False,False,True,
Toxicodendron fulvum,wfo-0001052112,toxicodendron fulvum,Toxicodendron fulvum,wfo-0001052257,Toxicodendron fulvum (Craib) C.Y.Wu & T.L.Ming,,,wfo-0001052112,bkf_original,True,False,False,True,
Toxicodendron griffithii,wfo-0001052142,toxicodendron griffithii,Toxicodendron griffithii,wfo-0001052292,Toxicodendron griffithii Kuntze,,,wfo-0001052142,bkf_original,True,False,False,True,
Toxicodendron succedanea,wfo-0001051106,toxicodendron succedanea,Toxicodendron succedanea,,,,,wfo-0001051106,bkf_original,False,False,False,False,
Rhus javanica L.,,rhus javanica l.,This is currently accepted.,wfo-0000403020,Rhus javanica L.,,,wfo-0000403020,output7_exact,False,False,False,False,Rhus javanica L.
Spondias bipinnata Airy Shaw & Forman,wfo-0000435344,spondias bipinnata airy shaw & forman,This is currently accepted.,wfo-0000435344,Spondias bipinnata Airy Shaw & Forman,,,wfo-0000435344,bkf_original,False,False,False,False,Spondias bipinnata Airy Shaw & Forman
Allospondias lakonensis,wfo-0001052221,allospondias lakonensis,Allospondias lakonensis,wfo-0000527114,Allospondias lakonensis (Pierre) Stapf,,,wfo-0001052221,bkf_original,True,False,False,True,
Spondias laxiflora (Kurz) Airy Shaw & Forman,wfo-0000435448,spondias laxiflora (kurz) airy shaw & forman,This is currently accepted.,wfo-0000435448,Spondias laxiflora (Kurz) Airy Shaw & Forman,,,wfo-0000435448,bkf_original,False,False,False,False,Spondias laxiflora (Kurz) Airy Shaw & Forman
Spondias dulcis,wfo-0000435461,spondias dulcis,Spondias dulcis,wfo-0000435462,Spondias dulcis G.Forst.,,,wfo-0000435461,bkf_original,True,False,False,True,
Spondias pinnata (L.f) Kurz,wfo-0001049363,spondias pinnata (l.f) kurz,This is currently accepted.,,,wfo-0001049363,Spondias pinnata (L.f.) Kurz,wfo-0001049363,bkf_original,False,False,False,False,
Pentaspadon velutinus Hook.f.,wfo-0000394521,pentaspadon velutinus hook.f.,This is currently accepted.,wfo-0000394521,Pentaspadon velutinus Hook.f.,,,wfo-0000394521,bkf_original,False,False,False,False,Pentaspadon velutinus Hook.f.
Pentaspadon curtisii (King) Corner,wfo-0000394529,pentaspadon curtisii (king) corner,This is currently accepted.,wfo-0000394529,Pentaspadon curtisii (King) Corner,,,wfo-0000394529,bkf_original,False,False,False,False,Pentaspadon curtisii (King) Corner
Lannea coromandelica (Houtt.) Merr.,wfo-0001050697,lannea coromandelica (houtt.) merr.,This is currently accepted.,wfo-0001050697,Lannea coromandelica (Houtt.) Merr.,,,wfo-0001050697,bkf_original,False,False,False,False,Lannea coromandelica (Houtt.) Merr.
