wfo_id,wfo_full_name,wfo_check,input_name_string
wfo-0000813423,Jasminum lanceolaria Roxb.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Oleaceae/Jasminum/lanceolaria,jasminum lanceolaria roxb.
wfo-0000813665,Jasminum annamense Wernham,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Oleaceae/Jasminum/annamense,jasminum annamense wernham
wfo-0000814047,Jasminum coarctatum Roxb.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Oleaceae/Jasminum/coarctatum,jasminum coarctatum roxb.
wfo-0000813615,Jasminum simplicifolium G.Forst.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Oleaceae/Jasminum/simplicifolium,jasminum simplicifolium
wfo-0001087403,Jasminum laurifolium Roxb.,unplaced,jasminum laurifolium roxb.
wfo-0000814083,Jasminum dispermum Wall.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Oleaceae/Jasminum/dispermum,jasminum dispermum wall
wfo-0000813342,Jasminum nobile C.B.Clarke,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Oleaceae/Jasminum/nobile,jasminum nobile c.b.clarke
wfo-0000816864,Myxopyrum smilacifolium (Wall.) Blume,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Oleaceae/Myxopyrum/smilacifolium,myxopyrum smilacifolium (wall.) blume
,,10 candidates found.,chionanthus sp. a.
wfo-0000738109,Sagittaria sagittifolia L.,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Alismataceae/Sagittaria/sagittifolia,sagittaria sagittifolia l.
wfo-0000736977,Sagittaria guayanensis Kunth,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Alismataceae/Sagittaria/guayanensis,sagittaria guayanensis humb.
,,1 candidates found.,"cymodocea rotundata ehrenb. & hempr, ex asch."
wfo-0000770609,Blyxa japonica (Miq.) Maxim. ex Asch. & Gürke,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Hydrocharitaceae/Blyxa/japonica,blyxa japonica (miq.) maxim. ex asch. & gürke
wfo-0000769492,Najas graminea Delile,Code/Plantae/Pteridobiotina/Angiosperms/Alismatales/Hydrocharitaceae/Najas/graminea,najas graminea delile
,,2 candidates found.,pternandra echinata jack
wfo-0001080544,Melastoma malabathricum L.,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Melastomataceae/Melastoma/malabathricum,melastoma malabathricum l.
wfo-0001429077,Phyllagathis hispida King,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Melastomataceae/Phyllagathis/hispida,phyllagathis hispida king
wfo-0001141132,Sterculia urens Roxb.,Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Sterculia/urens,sterculia urens roxb.
wfo-0000476006,Pterocymbium tinctorium (Blanco) Merr.,Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Pterocymbium/tinctorium,pterocymbium tinctorium (blanco) merr.
wfo-0001141255,Reevesia pubescens Mast.,Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Reevesia/pubescens,reevesia pubescens mast.
wfo-0000475841,Pterospermum littorale Craib,Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Pterospermum/littorale,pterospermum littorale craib
wfo-0000718118,Helicteres lanceolata A.DC.,Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Helicteres/lanceolata,helicteres lanceolata a.dc.
wfo-0000378024,Macrosolen melintangensis (Korth.) Miq.,Code/Plantae/Pteridobiotina/Angiosperms/Santalales/Loranthaceae/Macrosolen/melintangensis,macrosolen melintangensis (korth.) miq.
,,10 candidates found.,"helixanthera sp. nov. ""discreta"""
,,1 candidates found.,viscum monoicum dc.
wfo-0000356809,Knema laurina (Blume) Warb.,Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Myristicaceae/Knema/laurina,knema laurina (blume) warb.
wfo-0000356805,Knema latericia Elmer,Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Myristicaceae/Knema/latericia,knema latericia elmer
wfo-0000356964,Knema hookeriana (Wall. ex Hook.f. & Thomson) Warb.,Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Myristicaceae/Knema/hookeriana,knema hookeriana (wall. ex hook.f. & thomson) warb.
,,1 candidates found.,knema glauca (blume) petermann
,,1 candidates found.,knema sp.
wfo-0000239449,Melaleuca cajuputi Maton & Sm. ex R.Powell,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Melaleuceae/Melaleuca/cajuputi,melaleuca cajuputi maton & sm. ex r.powell
,,1 candidates found.,tristaniopsis burmanica (griff.) peter g.wilson & j.t.waterh.
wfo-0000319069,Syzygium nervosum DC.,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/nervosum,syzygium nervosum
wfo-0000318236,Syzygium angkae (Craib) Chantar. & J.Parn.,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/angkae,syzygium angkae (craib) chantar. & j.parn.
wfo-0000318272,Syzygium attenuatum (Miq.) Merr. & L.M.Perry,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/attenuatum,syzygium attenuatum (miq.) merr. & l.m.perry
wfo-0000318320,Syzygium boisianum (Gagnep.) Merr. & L.M.Perry,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/boisianum,syzygium boisianum (gagnep.) merr. & l.m.perry
wfo-0000318327,Syzygium borneense (Miq.) Miq.,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/borneense,syzygium borneense (miq.) miq.
wfo-0000318374,Syzygium cacuminis (Craib) Chantar. & J.Parn.,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/cacuminis,syzygium cacuminis (craib) chantar. & j.parn.
,,2 candidates found.,syzygium myrtifolium
wfo-0000318710,Syzygium grande (Wight) Walp.,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/Syzygium/grande,syzygium grande (wight) walp.
wfo-0000318248,Syzygium antisepticum (Blume) Merr. & L.M.Perry,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/antisepticum,syzygium antisepticum
wfo-0000318757,Syzygium hemsleyanum (King) Chantar. & J.Parn.,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/hemsleyanum,syzygium hemsleyanum (king) chantar. & j.parn.
wfo-0000318861,Syzygium laetum (Buch.-Ham.) Gandhi,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/laetum,syzygium laetum (buch.-ham.) gandhi
,,2 candidates found.,syzygium oblatum (roxb.) wall. ex a.m.cowan & cowan
,,10 candidates found.,syzygium prainianum (king) chantar. & j.parn.
wfo-0000319382,Syzygium samarangense (Blume) Merr. & L.M.Perry,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/samarangense,syzygium samarangense (blume) merr. & l.m.perry
wfo-0000318716,Syzygium griffithii (Duthie) Merr. & L.M.Perry,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/griffithii,syzygium griffithii
wfo-0000319546,Syzygium thumra (Roxb.) Merr. & L.M.Perry,Code/Plantae/Pteridobiotina/Angiosperms/Myrtales/Myrtaceae/Myrtoideae/Syzygieae/Syzygium/thumra$Syzygium/thumra,syzygium thumra (roxb.) merr. & l.m.perry
,,1 candidates found.,euphorbia sp.
wfo-0000416308,Euphorbia cotinifolia subsp. cotinoides (Miq.) Christenh.,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Euphorbiaceae/Euphorbia/cotinifolia/cotinoides,euphorbia cotinifolia subsp. cotinoides (miq.) christenhusz
,,1 candidates found.,croton sp. 2.
,,1 candidates found.,croton sp. 1.
,,1 candidates found.,hevea brasiliensis (kunth) müll.arg.
wfo-0000232007,Macaranga hullettii subsp. hullettii ,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Euphorbiaceae/Macaranga/hullettii$Macaranga/hullettii/hullettii,macaranga hullettii subsp. hullettii
,,1 candidates found.,macaranga triloba (reinw.ex blume) müll.arg.
wfo-0000234715,Mallotus repandus (Rottler) Müll.Arg.,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Euphorbiaceae/Mallotus/repandus,mallotus repandus (rottler) müll.arg.
,,10 candidates found.,mallotus sp. nov. s.e.c.sierra.
wfo-0000809063,Mallotus nudiflorus (L.) Kulju & Welzen,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Euphorbiaceae/Mallotus/nudiflorus,mallotus nudiflorus
wfo-0000572727,Actephila collinsiae W.Hunter ex Craib,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Phyllanthaceae/Actephila/collinsiae,actephila collinsiae w.hunter ex craib
wfo-0000965953,Excoecaria cochinchinensis Lour.,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Euphorbiaceae/Excoecaria/cochinchinensis,excoecaria cochinchinensis lour.
wfo-0001341556,Breynia spatulifolia (Beille) Welzen & Pruesapan,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Phyllanthaceae/Breynia/spatulifolia,breynia spatulifolia
wfo-0000249754,Aporosa symplocoides var. symplocoides ,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Phyllanthaceae/Aporosa/symplocoides/symplocoides,aporosa symplocoides var. symplocoides
wfo-0000237702,Antidesma neurocarpum Miq.,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Phyllanthaceae/Antidesma/neurocarpum,antidesma neurocarpum miq.
,,3 candidates found.,antidesma tomentosum blume
wfo-0000569480,Boschia mansonii Gamble,Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Malvaceae/Boschia/mansonii,boschia mansonii
,,2 candidates found.,durio zibethinus murr.
,,1 candidates found.,stauntonia brunoniana wall. ex hemsl.
wfo-0001133429,Meliosma lepidota subsp. dumicola (W.W.Sm.) Beusekom,Code/Plantae/Pteridobiotina/Angiosperms/Proteales/Sabiaceae/Meliosma/dumicola$Meliosma/lepidota/dumicola,meliosma lepidota subsp. dumicola (w.w.sm.) beusekom
,,1 candidates found.,meliosma lanceolata f. lanceolata
,,2 candidates found.,meliosma pinnata subsp. barbulata (cufod.) welzen
wfo-0001387764,Sabia lanceolata var. siamensis Water,Code/Plantae/Pteridobiotina/Angiosperms/Proteales/Sabiaceae/Sabia/lanceolata/siamensis,sabia lanceolata var. siamensis water
,,1 candidates found.,sabia limoniacea wall.
,,1 candidates found.,castanopsis echidnocarpa (hook.f. & thomson ex a.dc.) a.dc.
wfo-0000814888,Castanopsis purpurella (Miq.) N.P.Balakr.,Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Castanopsis/purpurella,castanopsis purpurella
wfo-0000289483,Quercus aliena Blume,Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/Quercus/Quercus/aliena,quercus aliena blume
wfo-0000291976,Quercus mespilifolia Wall. ex A.DC.,Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/mespilifolia,quercus mespilifolia wall. ex a.dc.
wfo-0000562558,Benincasa hispida Cogn.,Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Benincasa/hispida,benincasa hispida
wfo-0000407971,Trichosanthes kostermansii Duyfjes & Pruesapan,Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/kostermansii,trichosanthes kostermansii duyfjes & pruesapan
wfo-0000471503,Pottingeria acuminata Prain,Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Pottingeria/acuminata,pottingeria acuminata prain
wfo-0001386661,Pottingeria acuminata var. latifolia Airy Shaw,Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Pottingeria/acuminata/latifolia,pottingeria acuminata var. latifolia airy shaw
wfo-0000592955,Celastrus stylosus Wall.,Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Celastrus/stylosus,celastrus stylosus wall.
wfo-0000375037,Microtropis bivalvis (Jack) Wall.,Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Microtropis/bivalvis,microtropis bivalvis (jack) wall.
wfo-0000664949,Elaeodendron glaucum (Rottb.) Pers.,Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Elaeodendron/glaucum,elaeodendron glaucum (rottb.) pers.
wfo-0001065518,Loeseneriella africana (Willd.) R.Wilczek ex N.Hallé,Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Loeseneriella/africana$Loeseneriella/africana,loeseneriella africana (willd.) r.wilczek ex n.hallé
wfo-0001065362,Illigera trifoliata (Griff.) Dunn,Code/Plantae/Pteridobiotina/Angiosperms/Laurales/Hernandiaceae/Illigera/trifoliata,illigera trifoliata (griff.) dunn
wfo-0001065353,Illigera parviflora Dunn,Code/Plantae/Pteridobiotina/Angiosperms/Laurales/Hernandiaceae/Illigera/parviflora,illigera parviflora dunn
,,1 candidates found.,adenia macrophylla (blume) koord.
,,1 candidates found.,gluta elegans (wall.) hook.f.
wfo-0000403020,Rhus javanica L.,Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Simaroubaceae/Brucea/javanica$Rhus/javanica,rhus javanica l.
,,1 candidates found.,ipomoea aculeata var. mollissima (zoll.) hallier f. ex ooststr.
,,1 candidates found.,ipomoea coptica (l.) roth ex roem. & schult.
wfo-0001297695,Ipomoea sagittifolia Burm.f.,Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Ipomoea/aquatica$Ipomoea/sagittifolia,ipomoea sagittifolia burm.f.
,,2 candidates found.,dinetus racemosus (wall.) sweet
,,10 candidates found.,poikilospermum naucleiforum (roxb.) chew
wfo-0000687532,Ficus binnendijkii (Miq.) Miq.,No candidates found,uro7. ficus binnendykii (miq.) miq.
wfo-0000687961,Ficus crassiramea (Miq.) Miq.,No candidates found,uro13. ficus crassiramea (miq.) miq.
wfo-0000688139,Ficus disticha Blume,No candidates found,soe4. ficus disticha blume
,,10 candidates found.,fic8. ficus glandulifera (wall. ex miq.) king
,,10 candidates found.,fic9. ficus grossularioides burm.f.
,,10 candidates found.,pha4. ficus nervosa roth
wfo-0000690221,Ficus saxophila Blume,No candidates found,uro34. ficus saxophila blume
wfo-0000690611,Ficus tinctoria G.Forst.,No candidates found,syc14. ficus tinctoria g.forst.
wfo-0000690698,Ficus triloba Buch.-Ham. ex Voigt,No candidates found,fic19. ficus triloba buch.-ham. ex voigt
wfo-0000550615,Artocarpus teysmannii Miq.,Code/Plantae/Pteridobiotina/Angiosperms/Rosales/Moraceae/Artocarpus/teysmannii,artocarpus teysmannii miq.
,,2 candidates found.,hullettia griffithiana (kurz) hook.f.
wfo-0001245171,Streblus taxoides (B.Heyne ex Roth) Kurz,Code/Plantae/Pteridobiotina/Angiosperms/Rosales/Moraceae/Streblus/taxoides,streblus taxoides (heyne ex roth) kurz
wfo-0000538857,Antiaris toxicaria (J.F.Gmel.) Lesch.,Code/Plantae/Pteridobiotina/Angiosperms/Rosales/Moraceae/Antiaris/toxicaria,antiaris toxicaria (j.f.gmel.) lesch.
,,1 candidates found.,parartocarpus venenosus (zoll. & moritzi) becc.
wfo-0000924783,Cornus oblonga Wall.,Code/Plantae/Pteridobiotina/Angiosperms/Cornales/Cornaceae/Cornus/oblonga,cornus oblonga wall.
wfo-0000937675,Daphniphyllum beddomei Craib,Code/Plantae/Pteridobiotina/Angiosperms/Saxifragales/Daphniphyllaceae/Daphniphyllum/beddomei,daphniphyllum beddomei craib
wfo-0000805655,Daphniphyllum griffithianum (Wight) Noltie,Code/Plantae/Pteridobiotina/Angiosperms/Saxifragales/Daphniphyllaceae/Daphniphyllum/griffithianum,daphniphyllum griffithianum
wfo-0000937767,Daphniphyllum majus Müll.Arg.,Code/Plantae/Pteridobiotina/Angiosperms/Saxifragales/Daphniphyllaceae/Daphniphyllum/majus,daphniphyllum majus müll.arg.
wfo-0000937767,Daphniphyllum majus Müll.Arg.,Code/Plantae/Pteridobiotina/Angiosperms/Saxifragales/Daphniphyllaceae/Daphniphyllum/majus,daphniphyllum majus
wfo-0000679865,Erythroxylum gracile O.E.Schulz,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Erythroxylaceae/Erythroxylum/gracile,erythroxylum gracile o.e.schulz
wfo-0000679732,Erythroxylum cambodianum Pierre,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Erythroxylaceae/Erythroxylum/cambodianum,erythroxylum cambodianum pierre
wfo-0000679787,Erythroxylum cuneatum (Miq.) Kurz,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Erythroxylaceae/Erythroxylum/cuneatum,erythroxylum cuneatum (miq.) kurz
wfo-0000981203,Helwingia himalaica Hook.f. & Thomson ex C.B.Clarke,Code/Plantae/Pteridobiotina/Angiosperms/Aquifoliales/Helwingiaceae/Helwingia/himalaica,helwingia himalaica hook.f. & thomson ex c.b.clarke
wfo-0001241595,Utricularia hirta Klein ex Link,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/hirta,utricularia hirta klein ex link
wfo-0000750270,Utricularia phusoidaoensis Suksathan & J.Parn.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/phusoidaoensis,utricularia phusoidaoensis suksathan & j.parn.
wfo-0000750268,Utricularia inthanonensis Suksathan & J.Parn.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/inthanonensis,utricularia inthanonensis suksathan & j.parn.
wfo-0000415568,Utricularia garrettii P.Taylor,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/garrettii,utricularia garrettii p.taylor
wfo-0001258670,Utricularia corynephora P.Taylor,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/corynephora,utricularia corynephora p.taylor
wfo-0000415567,Utricularia furcellata Oliv.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/furcellata,utricularia furcellata oliv.
wfo-0000750269,Utricularia spinomarginata Suksathan & J.Parn.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/spinomarginata,utricularia spinomarginata suksathan & j.parn.
wfo-0000417422,Utricularia striatula Sm.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/striatula,utricularia striatula sm.
wfo-0000417427,Utricularia subulata L.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/subulata,utricularia subulata l.
wfo-0001230116,Utricularia limosa R.Br.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/limosa,utricularia limosa r.br.
wfo-0001230105,Utricularia caerulea L.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/caerulea,utricularia caerulea l.
wfo-0001258644,Utricularia foveolata Edgew.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/foveolata,utricularia foveolata edgew.
,,2 candidates found.,utricularia scandens benj.
wfo-0001258520,Utricularia involvens Ridl.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/involvens,utricularia involvens ridl.
wfo-0001258609,Utricularia pierrei Pellegr.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/pierrei,utricularia pierrei pellegr.
wfo-0001230096,Utricularia bifida L.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/bifida,utricularia bifida l.
wfo-0001258521,Utricularia bosminifera Ostenf.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/bosminifera,utricularia bosminifera ostenf.
wfo-0000415640,Utricularia jackii J.Parn.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/jackii,utricularia jackii j.parn.
wfo-0001258518,Utricularia odorata Pellegr.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/odorata,utricularia odorata pellegr.
wfo-0001258560,Utricularia delphinioides Thorel ex Pellegr.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/delphinioides,utricularia delphinioides thorel ex pellegr.
,,10 candidates found.,utricularia graminifolia vahl
,,10 candidates found.,utricularia uliginosa vahl
,,1 candidates found.,"utricularia babui s.r.yadav, sardesai & s.p.gaikwad"
,,10 candidates found.,utricularia minutissima vahl
wfo-0001258327,Utricularia geoffrayi Pellegr.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/geoffrayi,utricularia geoffrayi pellegr.
wfo-0001230118,Utricularia punctata Wall. ex A.DC.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/punctata,utricularia punctata wall. ex a.dc.
wfo-0000417404,Utricularia stellaris L.f.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/stellaris,utricularia stellaris l.f.
,,2 candidates found.,utricularia aurea lour.
wfo-0000415571,Utricularia gibba L.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Lentibulariaceae/Utricularia/gibba,utricularia gibba l.
,,1 candidates found.,kibara coriacea (blume) tul.
wfo-0000640716,Delphinium siamense (Craib) Munz,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Delphinium/siamense,delphinium siamense (craib) munz
wfo-0000609785,Clematis dasyoneura (Korth.) Kuntze,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/dasyoneura,clematis dasyoneura
wfo-0001339721,Clematis aureolata D.Falck & Lehtonen,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/aureolata,clematis aureolata
wfo-0001339722,Clematis horripilata D.Falck & Lehtonen,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/horripilata,clematis horripilata
wfo-0000610989,Clematis zeylanica (L.) Poir.,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/zeylanica,clematis zeylanica
wfo-0000609625,Clematis buchananiana DC.,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/buchananiana,clematis buchananiana dc.
,,1 candidates found.,clematis sikkimensis (hook.f. & thomson) drumm. ex burkill
wfo-0000609945,Clematis fulvicoma Rehder & E.H.Wilson,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/fulvicoma,clematis fulvicoma rehder & e.h.wilson
wfo-0000610666,Clematis smilacifolia Wall.,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/smilacifolia,clematis smilacifolia wall.
wfo-0000610773,Clematis thaiana Tamura,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/thaiana,clematis thaiana tamura
wfo-0000610758,Clematis terniflora DC.,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/terniflora,clematis terniflora
wfo-0000609634,Clematis burmanica Lace,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/burmanica,clematis burmanica lace
wfo-0000610273,Clematis meyeniana Walp.,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/meyeniana,clematis meyeniana walp.
wfo-0000610269,Clematis menglaensis M.C.Chang,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/menglaensis,clematis menglaensis
wfo-0000610774,Clematis thaimontana Tamura,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/thaimontana,clematis thaimontana tamura
wfo-0000610729,Clematis subumbellata Kurz,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Clematis/subumbellata,clematis subumbellata kurz
wfo-0000463300,Ranunculus sceleratus L.,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Ranunculus/sceleratus,ranunculus sceleratus l.
wfo-0000462208,Ranunculus siamensis Tamura,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Ranunculus/siamensis,ranunculus siamensis tamura
wfo-0000461683,Ranunculus cantoniensis DC.,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Ranunculus/cantoniensis,ranunculus cantoniensis
wfo-0000454082,Thalictrum foliolosum DC.,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Thalictrum/foliolosum,thalictrum foliolosum dc.
wfo-0000454247,Thalictrum punduanum Wall.,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Thalictrum/punduanum,thalictrum punduanum wall.
,,10 candidates found.,thalictrum calcicolum t.shimizu
wfo-0000454099,Thalictrum siamense Shimizu,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Ranunculaceae/Thalictrum/siamense,thalictrum siamense t.shimizu
wfo-0000740167,Stemona kerrii Craib,Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Stemonaceae/Stemona/kerrii,stemona kerrii craib
wfo-0000918758,Stemona rupestris Inthachub,Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Stemonaceae/Stemona/rupestris,stemona rupestris inthachub
wfo-0000740153,Stemona cochinchinensis Gagnep.,Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Stemonaceae/Stemona/cochinchinensis,stemona cochinchinensis gagnep.
,,10 candidates found.,stemona collinsiae craib
wfo-0000770113,Stemona burkillii Prain,Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Stemonaceae/Stemona/burkillii,stemona burkillii prain
wfo-0000770114,Stemona curtisii Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Stemonaceae/Stemona/curtisii,stemona curtisii hook.f.
wfo-0000740127,Stemona aphylla Craib,Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Stemonaceae/Stemona/aphylla,stemona aphylla craib
wfo-0000918757,Stemona involuta Inthachub,Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Stemonaceae/Stemona/involuta,stemona involuta inthachub
wfo-0000771145,Stemona phyllantha Gagnep.,Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Stemonaceae/Stemona/phyllantha,stemona phyllantha gagnep.
wfo-0000770126,Stemona tuberosa Lour.,Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Stemonaceae/Stemona/tuberosa,stemona tuberosa lour.
wfo-0000740174,Stemona pierrei Gagnep.,Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Stemonaceae/Stemona/pierrei,stemona pierrei gagnep.
