wfo_id,wfo_full_name,wfo_check,input_name_string
wfo-0000335386,Zeuxine strateumatica (L.) Schltr.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Zeuxine/strateumatica,zeuxine strateumatica (l.) schltr.
wfo-0000335335,Zeuxine membranacea Lindl.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Zeuxine/membranacea,zeuxine membranacea lindl.
wfo-0000335409,Zeuxine violascens Ridl.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Zeuxine/violascens,zeuxine violascens ridl.
,,1 candidates found.,zeuxine nervosa (wall. ex lindl.) benth. ex c.b.clarke
wfo-0000335299,Zeuxine glandulosa King & Pantl.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Zeuxine/glandulosa,zeuxine glandulosa king & pantl.
wfo-0000335245,Zeuxine agyokuana Fukuy.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Zeuxine/agyokuana,zeuxine agyokuana
wfo-0000335243,Zeuxine affinis (Lindl.) Benth. ex Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Zeuxine/affinis,zeuxine affinis (lindl.) benth. ex hook.f.
,,1 candidates found.,zeuxine flava (wall. ex lindl.) benth. ex hook.f.
wfo-1200009750,Zeuxine parvifolia (Ridl.) K.Schum. & Fedde,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Zeuxine/parvifolia,zeuxine parvifolia (ridl.) k. schum. & fedde
wfo-0000335272,Zeuxine clandestina Blume,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Zeuxine/clandestina,zeuxine clandestina blume
wfo-0000253979,Odontochilus pumilus Hook.f.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Odontochilus/pumilus,odontochilus pumilus
wfo-0000934485,Cymbidium lancifolium Hook.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Cymbidium/lancifolium,cymbidium lancifolium hook.
wfo-0000934321,Cymbidium bicolor Lindl.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Cymbidium/bicolor,cymbidium bicolor lindl.
wfo-0000934358,Cymbidium cyperifolium Wall. ex Lindl.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Cymbidium/cyperifolium,cymbidium cyperifolium wall. ex lindl.
wfo-0000934374,Cymbidium ensifolium (L.) Sw.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Cymbidium/ensifolium,cymbidium ensifolium (l.) sw.
wfo-0000323568,Thunia alba (Lindl.) Rchb.f.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Thunia/alba,thunia alba (lindl.) rchb.f.
,,No candidates found,
wfo-0000282008,Arundina graminifolia (D.Don) Hochr.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Arundina/graminifolia,arundina graminifolia (d.don) hochr.
wfo-0000320511,Tainia latifolia (Lindl.) Rchb.f.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Tainia/latifolia,tainia latifolia (lindl.) rchb.f.
wfo-0000907404,Coelogyne corymbosa Lindl.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Coelogyne/corymbosa,coelogyne corymbosa lindl.
wfo-0000941218,Dendrochilum gracile (Hook.f.) J.J.Sm.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Coelogyne/gracilis$Dendrochilum/gracile,dendrochilum gracile (hook.f.) j.j.sm.
wfo-0000941353,Dendrochilum pallidiflavens Blume,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Coelogyne/pallidiflavens$Dendrochilum/pallidiflavens,dendrochilum pallidiflavens blume
wfo-0000763898,Calanthe lyroglossa Rchb.f.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Calanthe/lyroglossa,calanthe lyroglossa rchb.f.
wfo-0000765650,Calanthe triplicata (Willemet) Ames,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Calanthe/triplicata,calanthe triplicata (willemet) ames
wfo-0000925763,Corymborkis veratrifolia (Reinw.) Blume,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Corymborkis/veratrifolia,corymborkis veratrifolia (reinw.) blume
wfo-0000926764,Cremastra appendiculata (D.Don) Makino,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Cremastra/appendiculata,cremastra appendiculata (d.don) makino
,,10 candidates found.,scolopia sp. a
wfo-0001241267,Sambucus javanica Reinw. ex Blume,Code/Plantae/Pteridobiotina/Angiosperms/Dipsacales/Viburnaceae/Sambucus/javanica,sambucus javanica reinw. ex blume
wfo-0000523064,Agapetes loranthiflora D.Don ex G.Don,Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ericaceae/Vaccinioideae/Agapetes/loranthiflora,agapetes loranthiflora d.don ex g.don
wfo-0000116143,Sonchus wightianus DC.,Code/Plantae/Pteridobiotina/Angiosperms/Asterales/Asteraceae/Cichorioideae/Cichorieae/Hyoseridinae/Sonchus/wightianus,sonchus wightianus dc.
wfo-0000087599,Eschenbachia stricta (Willd.) Raizada,Code/Plantae/Pteridobiotina/Angiosperms/Asterales/Asteraceae/Asteroideae/Astereae/Conyzinae/Erigeron/trilobus$Eschenbachia/stricta,eschenbachia stricta
,,1 candidates found.,synotis cappa (buch.-ham. ex d.don) c.jeffrey & y.l.chen
wfo-0000091344,Gynura calciphila Kerr,Code/Plantae/Pteridobiotina/Angiosperms/Asterales/Asteraceae/Asteroideae/Senecioneae/Gynura/calciphila,gynura calciphila kerr
,,1 candidates found.,camchaya loloana kerr
,,1 candidates found.,"koyamasia curtisii (craib & hutch.) bunwong, chantar. & s.c.keeley"
wfo-0000034422,Adenostemma lavenia (L.) Kuntze,Code/Plantae/Pteridobiotina/Angiosperms/Asterales/Asteraceae/Asteroideae/Eupatorieae/Adenostemma/lavenia,adenostemma lavenia (l.) kuntze
wfo-0000414544,Eriocaulon ubonense Lecomte,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Eriocaulaceae/Eriocaulon/ubonense,eriocaulon ubonense lecomte
wfo-0000413824,Eriocaulon sexangulare L.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Eriocaulaceae/Eriocaulon/sexangulare,eriocaulon sexangulare l.
wfo-0000412489,Eriocaulon nepalense J.D.Prescott ex Bong.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Eriocaulaceae/Eriocaulon/nepalense,eriocaulon nepalense j.d.prescott ex bong.
wfo-0001332269,Eriocaulon chiangmaiense Praj. & J.Parn.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Eriocaulaceae/Eriocaulon/chiangmaiense,eriocaulon chiangmaiense praj. & j.parn.
wfo-0001332270,Eriocaulon nautiliformoides Praj. & J.Parn.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Eriocaulaceae/Eriocaulon/nautiliformoides,eriocaulon nautiliformoides praj. & j.parn.
,,10 candidates found.,eriocaulon siamense moldenke
wfo-0000414457,Eriocaulon truncatum Buch.-Ham. ex Mart.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Eriocaulaceae/Eriocaulon/truncatum,eriocaulon truncatum buch.-ham. ex mart.
wfo-0001384061,Eriocaulon hamiltonianum var. acuminatum Praj. & J.Parn.,No candidates found,9b. eriocaulon hamiltonianum var. acuminatum praj. & j.parn.
wfo-0000410964,Eriocaulon hamiltonianum Mart.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Eriocaulaceae/Eriocaulon/hamiltonianum,eriocaulon hamiltonianum mart.
wfo-0000667943,Engelhardia serrata Blume,Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Juglandaceae/Engelhardia/serrata,engelhardia serrata blume
wfo-0000667948,Engelhardia spicata Lechen ex Blume,Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Juglandaceae/Engelhardia/spicata,engelhardia spicata lesch. ex blume
,,No candidates found,
,,1 candidates found.,polyosma sp.
,,2 candidates found.,hopea sp. 1
,,1 candidates found.,dichapetalum sp. 1
,,No candidates found,
wfo-0001275223,Polypleurum wallichii (R.Br. ex Griff.) Warm.,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Podostemaceae/Polypleurum/wallichii,polypleurum wallichii (r.br. ex griff.) warm.
,,1 candidates found.,hydrobryum micrantherum (p.royen) c.d.k.cook & rutish.
wfo-0001250565,Persicaria attenuata (R.Br.) Soják,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Polygonaceae/Persicaria/attenuata,persicaria attenuata (r.br.) soják
,,10 candidates found.,rinorea sp. a
wfo-0000832161,Ceratophyllum muricatum subsp. muricatum ,Code/Plantae/Pteridobiotina/Angiosperms/Ceratophyllales/Ceratophyllaceae/Ceratophyllum/muricatum/muricatum,ceratophyllum muricatum subsp. muricatum
,,1 candidates found.,abelmoschus manihot (l.) medik. var. pungens (roxb.) hochr.
wfo-0000727726,Hypericum henryi subsp. hancockii N.Robson,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Hypericaceae/Hypericum/henryi/hancockii,hypericum henryi subsp. hancockii n.robson
wfo-0000775562,Barringtonia acutangula subsp. acutangula,No candidates found,1a. barringtonia acutangula subsp. acutangula
,,1 candidates found.,barringtonia acutangula (l.) gaertn.
wfo-0001130884,Ziziphus oenopolia (L.) Mill.,Code/Plantae/Pteridobiotina/Angiosperms/Rosales/Rhamnaceae/Ziziphus/oenopolia,ziziphus oenopolia (l.) mill.
wfo-0001145687,Tetrastigma triphyllum (Gagnep.) W.T.Wang,Code/Plantae/Pteridobiotina/Angiosperms/Vitales/Vitaceae/Tetrastigma/triphyllum,tetrastigma triphyllum (gagnep.) w.t.wang
,,2 candidates found.,tetrastigma sp.
wfo-0000606163,Cissus craibii Gagnep.,Code/Plantae/Pteridobiotina/Angiosperms/Vitales/Vitaceae/Cissus/craibii,cissus craibii gagnep.
wfo-0000250307,Neonauclea pallida (Reinw. ex Havil.) Bakh.f.,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Rubiaceae/Neonauclea/pallida,neonauclea pallida (reinw. ex havil.) bakh.f.
,,No candidates found,
wfo-0000257312,Ophiorrhiza trichocarpos Blume,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Rubiaceae/Ophiorrhiza/trichocarpos,ophiorrhiza trichocarpos blume
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
,,No candidates found,
wfo-0000415565,Etlingera elatior (Jack) R.M.Sm.,Code/Plantae/Pteridobiotina/Angiosperms/Zingiberales/Zingiberaceae/Alpinioideae/Alpinieae/Etlingera/elatior,etlingera elatior (jack) r.m.sm.
wfo-0001426474,Wurfbainia villosa (Lour.) Škorničk. & A.D.Poulsen,Code/Plantae/Pteridobiotina/Angiosperms/Zingiberales/Zingiberaceae/Alpinioideae/Alpinieae/Wurfbainia/villosa,wurfbainia villosa (lour.) škorničk. & a.d.poulsen
,,No candidates found,
wfo-1000023327,Kaempferia aurora Noppornch. & Jenjitt.,unplaced,kaempferia aurora noppornch. & jenjitt.
,,No candidates found,
,,10 candidates found.,hedychium stenopetalum × menghaiense
,,10 candidates found.,hedychium stenopetalum × boloveniorum
,,No candidates found,
wfo-0000416390,Uvaria hahnii (Finet & Gagnep.) J.Sinclair,Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Annonaceae/Annonoideae/Uvarieae/Uvariinae/Uvaria/hahnii,uvaria hahnii (finet & gagnep.) j.sinclair
wfo-0000415903,Uvaria argentea Blume,Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Annonaceae/Annonoideae/Uvarieae/Uvariinae/Uvaria/argentea,uvaria argentea blume
wfo-1000041775,Uvaria ferruginea Buch.-Ham. ex Hook.f. & Thomson,Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Annonaceae/Annonoideae/Uvarieae/Uvariinae/Uvaria/ferruginea,uvaria ferruginea buch.-ham. ex hook.f. & thomson
wfo-0001066292,Uvaria pauciovulata Hook.f. & Thomson,Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Annonaceae/Annonoideae/Uvarieae/Uvariinae/Uvaria/pauciovulata,uvaria pauciovulata hook.f. & thomson
,,1 candidates found.,"uvaria wrayi (king) l.l.zhou, y.c.f.su & r.m.k.saunders"
wfo-0000583386,Cananga odorata (Lam.) Hook.f. & Thomson,Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Annonaceae/Ambavioideae/Canangeae/Cananga/odorata,cananga odorata (lam.) hook.f. & thomson
wfo-0000409774,Trivalvaria macrophylla (Blume) Miq.,Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Annonaceae/Malmeoideae/Miliuseae/Oropheinae/Trivalvaria/macrophylla,trivalvaria macrophylla (blume) miq.
