wfo_id,wfo_full_name,wfo_check,specific_name
wfo-0001039563,"Neoalsomitra sarcophylla (Wall.) Hutch.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Neoalsomitra/sarcophylla,"Neoalsomitra sarcophylla (Wall.) Hutch."
wfo-0000378624,"Neoalsomitra angustipetala (Craib) Hutch.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Neoalsomitra/angustipetala,"Neoalsomitra angustipetala (Craib) Hutch."
,,"1 candidates found.","Neoalsomitra clavigera (Wall.) Hutch."
wfo-0000705802,"Gomphogyne heterosperma (Wall.) Kurz",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Gomphogyne/heterosperma,"Gomphogyne heterosperma (Wall.) Kurz"
wfo-0000748561,"Hemsleya cirromitrata (W.J.de Wilde & Duyfjes) H.Schaef. & S.S.Renner",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Hemsleya/cirromitrata,"Hemsleya cirromitrata"
wfo-0000376916,"Momordica charantia L.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Momordica/charantia,"Momordica charantia L."
,,"1 candidates found.","Momordica cochinchinensis (Lour.) Spreng."
wfo-0000375891,"Momordica subangulata Blume",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Momordica/subangulata,"Momordica subangulata Blume"
wfo-0000441493,"Sicyos edulis Jacq.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Sicyos/edulis,"Sicyos edulis"
wfo-0000562558,"Benincasa hispida Cogn.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Benincasa/hispida,"Benincasa hispida"
wfo-0000607858,"Citrullus lanatus (Thunb.) Matsum. & Nakai",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Citrullus/lanatus,"Citrullus lanatus (Thunb.) Matsum. & Nakai"
wfo-0000628914,"Cucumis melo L.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Cucumis/melo,"Cucumis melo L."
wfo-0000628887,"Cucumis hystrix Chakrav.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Cucumis/hystrix,"Cucumis hystrix Chakrav."
wfo-0000628992,"Cucumis sativus L.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Cucumis/sativus,"Cucumis sativus L."
wfo-0000629110,"Cucurbita moschata Duchesne",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Cucurbita/moschata,"Cucurbita moschata Duchesne"
wfo-0000629095,"Cucurbita maxima Duchesne",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Cucurbita/maxima,"Cucurbita maxima Duchesne"
wfo-0000629123,"Cucurbita pepo L.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Cucurbita/pepo,"Cucurbita pepo L."
,,"1 candidates found.","Luffa acutangula (L.) Roxb."
wfo-0000358882,"Luffa aegyptiaca Mill.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Luffa/aegyptiaca,"Luffa aegyptiaca Mill."
,,"1 candidates found.","Siraitia grosvenorii (Swingle) A.M.Lu & Zhi Y.Zhang"
,,"1 candidates found.","Siraitia siamensis (Craib) S.Q.Zhong & D.Fang Guihaia"
wfo-0001224494,"Thladiantha cordifolia (Blume) Cogn.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Thladiantha/cordifolia,"Thladiantha cordifolia"
wfo-0000508041,"Thladiantha angustisepala W.J.de Wilde & Duyfjes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Thladiantha/angustisepala,"Thladiantha angustisepala W.J.de Wilde & Duyfjes"
wfo-0001224494,"Thladiantha cordifolia (Blume) Cogn.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Thladiantha/cordifolia,"Thladiantha cordifolia (Blume) Cogn."
wfo-0000409004,"Thladiantha hookeri C.B.Clarke",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Thladiantha/hookeri,"Thladiantha hookeri C.B.Clarke"
wfo-0000409006,"Thladiantha indochinensis Merr.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Thladiantha/indochinensis,"Thladiantha indochinensis Merr."
wfo-0000499080,"Sinobaijiania smitinandii W.J.de Wilde & Duyfjes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Baijiania/smitinandii$Sinobaijiania/smitinandii,"Sinobaijiania smitinandii W.J.de Wilde & Duyfjes"
wfo-0000612919,"Coccinia grandis (L.) Voigt",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Coccinia/grandis,"Coccinia grandis (L.) Voigt"
wfo-0000361549,"Lagenaria siceraria (Molina) Standl.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Lagenaria/siceraria,"Lagenaria siceraria (Molina) Standl."
,,"1 candidates found.","Hodgsonia heteroclita (Roxb.) Hook.f. & Thomson"
wfo-0000724152,"Hodgsonia macrocarpa (Blume) Cogn.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Hodgsonia/macrocarpa,"Hodgsonia macrocarpa (Blume) Cogn."
wfo-0000408044,"Trichosanthes scabra Lour.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/scabra,"Trichosanthes scabra"
wfo-0000408032,"Trichosanthes costata Blume",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/costata,"Trichosanthes costata"
,,"10 candidates found.","Trichosanthes wawrae Cogn."
wfo-0000408012,"Trichosanthes cucumerina L.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/cucumerina,"Trichosanthes cucumerina L."
wfo-0001225399,"Trichosanthes kerrii Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/kerrii,"Trichosanthes kerrii Craib"
wfo-0001225374,"Trichosanthes villosa Blume",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/villosa,"Trichosanthes villosa Blume"
wfo-0000408111,"Trichosanthes pilosa Lour.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/pilosa,"Trichosanthes pilosa Lour."
wfo-0000408109,"Trichosanthes phonsenae Duyfjes & Pruesapan",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/phonsenae,"Trichosanthes phonsenae Duyfjes & Pruesapan"
wfo-0000408061,"Trichosanthes truncata C.B.Clarke",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/truncata,"Trichosanthes truncata C.B.Clarke"
wfo-0000408636,"Trichosanthes pallida Duyfjes & Pruesapan",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/pallida,"Trichosanthes pallida Duyfjes & Pruesapan"
wfo-0000408042,"Trichosanthes siamensis Duyfjes & Pruesapan",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/siamensis,"Trichosanthes siamensis Duyfjes & Pruesapan"
wfo-0000407959,"Trichosanthes dolichosperma Duyfjes & Pruesapan",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/dolichosperma,"Trichosanthes dolichosperma Duyfjes & Pruesapan"
wfo-0000407965,"Trichosanthes erosa Duyfjes & Pruesapan",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/erosa,"Trichosanthes erosa Duyfjes & Pruesapan"
wfo-0001225373,"Trichosanthes quinquangulata A.Gray",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/quinquangulata,"Trichosanthes quinquangulata A.Gray"
wfo-0001225376,"Trichosanthes tricuspidata Lour.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/tricuspidata,"Trichosanthes tricuspidata Lour."
wfo-0001225378,"Trichosanthes pubera Blume",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/pubera,"Trichosanthes pubera Blume"
wfo-0000407971,"Trichosanthes kostermansii Duyfjes & Pruesapan",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/kostermansii,"Trichosanthes kostermansii Duyfjes & Pruesapan"
wfo-0000407988,"Trichosanthes inthanonensis Duyfjes & Pruesapan",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/inthanonensis,"Trichosanthes inthanonensis Duyfjes & Pruesapan"
wfo-0001301354,"Trichosanthes dunniana H.Lév.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/dunniana,"Trichosanthes dunniana H.Lév."
wfo-0000650181,"Diplocyclos palmatus (L.) C.Jeffrey",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Diplocyclos/palmatus,"Diplocyclos palmatus (L.) C.Jeffrey"
wfo-0001225322,"Solena heterophylla Lour.",unplaced,"Solena heterophylla Lour."
wfo-0000508964,"Cucumis gracilis (Kurz) Ghebret. & Thulin",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Cucumis/gracilis,"Cucumis gracilis"
wfo-0000508966,"Cucumis javanicus (Miq.) Ghebret. & Thulin",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Cucumis/javanicus,"Cucumis javanicus"
wfo-0000628908,"Cucumis maderaspatanus L.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Cucumis/maderaspatanus,"Cucumis maderaspatanus"
wfo-0000731578,"Indomelothria blumei (Ser.) W.J.de Wilde & Duyfjes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Indomelothria/blumei,"Indomelothria blumei (Ser.) W.J.de Wilde & Duyfjes"
wfo-0000430123,"Zehneria hermaphrodita W.J.de Wilde & Duyfjes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Zehneria/hermaphrodita,"Zehneria hermaphrodita"
wfo-0001225309,"Zehneria wallichii (C.B.Clarke) C.Jeffrey",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Zehneria/wallichii,"Zehneria wallichii"
wfo-0000430236,"Zehneria sphaerosperma W.J.de Wilde & Duyfjes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Zehneria/sphaerosperma,"Zehneria sphaerosperma"
wfo-0000750314,"Zehneria platysperma (W.J.de Wilde & Duyfjes) H.Schaef. & S.S.Renner",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Zehneria/platysperma,"Zehneria platysperma"
wfo-0000430112,"Zehneria brevirostris W.J.de Wilde & Duyfjes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Zehneria/brevirostris,"Zehneria brevirostris"
wfo-0001423418,"Zehneria odorata (Hook.f. & Thomson ex C.B.Clarke) M.D.Dwivedi, A.K.Pandey & H.Schaef.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Zehneria/odorata,"Zehneria odorata"
wfo-0001040294,"Zehneria bodinieri (H.Lév.) W.J.de Wilde & Duyfjes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Zehneria/bodinieri,"Zehneria bodinieri (H.Lév.) W.J.de Wilde & Duyfjes"
wfo-0000430231,"Zehneria tenuispica W.J.de Wilde & Duyfjes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Zehneria/tenuispica,"Zehneria tenuispica W.J.de Wilde & Duyfjes"
wfo-0001040303,"Scopellaria marginata (Blume) W.J.de Wilde & Duyfjes",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Scopellaria/marginata,"Scopellaria marginata (Blume) W.J.de Wilde & Duyfjes"
wfo-0000389963,"Dioscorea collettii Hook.f.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/collettii,"Dioscorea collettii Hook.f."
wfo-0000391584,"Dioscorea kerrii Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/kerrii,"Dioscorea kerrii Prain & Burkill"
wfo-0000389411,"Dioscorea bulbifera L.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/bulbifera,"Dioscorea bulbifera L."
wfo-0000395931,"Dioscorea tentaculigera Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/tentaculigera,"Dioscorea tentaculigera Prain & Burkill"
wfo-0000390403,"Dioscorea daunea Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/daunea,"Dioscorea daunea Prain & Burkill"
wfo-0000390719,"Dioscorea garrettii Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/garrettii,"Dioscorea garrettii Prain & Burkill"
wfo-0000393295,"Dioscorea paradoxa Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/paradoxa,"Dioscorea paradoxa Prain & Burkill"
wfo-0000392882,"Dioscorea nitens Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/nitens,"Dioscorea nitens"
wfo-0000392394,"Dioscorea membranacea Pierre ex Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/membranacea,"Dioscorea membranacea Pierre ex Prain & Burkill"
wfo-0000394023,"Dioscorea prazeri Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/prazeri,"Dioscorea prazeri Prain & Burkill"
wfo-0000390601,"Dioscorea esculenta (Lour.) Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/esculenta,"Dioscorea esculenta (Lour.) Burkill"
wfo-0000396468,"Dioscorea velutipes Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/velutipes,"Dioscorea velutipes Prain & Burkill"
wfo-0000394756,"Dioscorea rockii Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/rockii,"Dioscorea rockii Prain & Burkill"
wfo-0000393617,"Dioscorea petelotii Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/petelotii,"Dioscorea petelotii Prain & Burkill"
wfo-0000389283,"Dioscorea birmanica Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/birmanica,"Dioscorea birmanica Prain & Burkill"
wfo-0000391093,"Dioscorea hispida Dennst.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/hispida,"Dioscorea hispida Dennst."
wfo-0000391496,"Dioscorea kamoonensis Kunth",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/kamoonensis,"Dioscorea kamoonensis Kunth"
wfo-0000395131,"Dioscorea scortechinii Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/scortechinii,"Dioscorea scortechinii Prain & Burkill"
wfo-0000393667,"Dioscorea pierrei Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/pierrei,"Dioscorea pierrei Prain & Burkill"
wfo-0000394153,"Dioscorea pseudotomentosa Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/pseudotomentosa,"Dioscorea pseudotomentosa Prain & Burkill"
wfo-0000393431,"Dioscorea pentaphylla L.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/pentaphylla,"Dioscorea pentaphylla L."
wfo-0000390177,"Dioscorea craibiana Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/craibiana,"Dioscorea craibiana Prain & Burkill"
wfo-0000389062,"Dioscorea arachidna Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/arachidna,"Dioscorea arachidna Prain & Burkill"
wfo-0000395851,"Dioscorea tamarisciflora Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/tamarisciflora,"Dioscorea tamarisciflora Prain & Burkill"
wfo-0000390457,"Dioscorea decipiens Hook.f.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/decipiens,"Dioscorea decipiens Hook.f."
wfo-0000394305,"Dioscorea pyrifolia Kunth",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/pyrifolia,"Dioscorea pyrifolia Kunth"
wfo-0000388864,"Dioscorea alata L.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/alata,"Dioscorea alata L."
wfo-0000389351,"Dioscorea brevipetiolata Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/brevipetiolata,"Dioscorea brevipetiolata Prain & Burkill"
wfo-0000390639,"Dioscorea filiformis Blume",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/filiformis,"Dioscorea filiformis Blume"
wfo-0000390828,"Dioscorea hamiltonii Hook.f.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/hamiltonii,"Dioscorea hamiltonii Hook.f."
wfo-0000390483,"Dioscorea depauperata Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/depauperata,"Dioscorea depauperata Prain & Burkill"
wfo-0000391821,"Dioscorea laurifolia Wall. ex Hook.f.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/laurifolia,"Dioscorea laurifolia Wall. ex Hook.f."
wfo-0000396686,"Dioscorea wallichii Hook.f.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/wallichii,"Dioscorea wallichii Hook.f."
wfo-0000391292,"Dioscorea inopinata Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/inopinata,"Dioscorea inopinata Prain & Burkill"
wfo-0000390786,"Dioscorea gracilipes Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/gracilipes,"Dioscorea gracilipes Prain & Burkill"
wfo-0000395579,"Dioscorea stemonoides Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/stemonoides,"Dioscorea stemonoides Prain & Burkill"
wfo-0000389893,"Dioscorea cirrhosa Lour.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/cirrhosa,"Dioscorea cirrhosa Lour."
wfo-0000393149,"Dioscorea oryzetorum Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/oryzetorum,"Dioscorea oryzetorum Prain & Burkill"
wfo-0000390742,"Dioscorea glabra Roxb.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/glabra,"Dioscorea glabra Roxb."
wfo-0000389504,"Dioscorea calcicola Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/calcicola,"Dioscorea calcicola Prain & Burkill"
wfo-0000391708,"Dioscorea kratica Prain & Burkill",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/kratica,"Dioscorea kratica Prain & Burkill"
wfo-0000393078,"Dioscorea orbiculata Hook.f.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Dioscorea/orbiculata,"Dioscorea orbiculata Hook.f."
wfo-0001268489,"Trichopus zeylanicus Gaertn.",Code/Plantae/Pteridobiotina/Angiosperms/Dioscoreales/Dioscoreaceae/Trichopus/zeylanicus,"Trichopus zeylanicus Gaertn."
wfo-0000471503,"Pottingeria acuminata Prain",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Pottingeria/acuminata,"Pottingeria acuminata Prain"
wfo-0001386661,"Pottingeria acuminata var. latifolia Airy Shaw",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Pottingeria/acuminata/latifolia,"Pottingeria acuminata var. latifolia Airy Shaw"
wfo-0000565067,"Bhesa robusta (Roxb.) Ding Hou",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Centroplacaceae/Bhesa/robusta,"Bhesa robusta (Roxb.) Ding Hou"
wfo-0000565063,"Bhesa indica (Bedd.) Ding Hou",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Centroplacaceae/Bhesa/indica,"Bhesa indica (Bedd.) Ding Hou"
wfo-0000565066,"Bhesa paniculata Arn.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Centroplacaceae/Bhesa/paniculata,"Bhesa paniculata Arn."
wfo-0000435558,"Siphonodon celastrineus Griff.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Siphonodon/celastrineus,"Siphonodon celastrineus Griff."
wfo-0000592859,"Celastrus paniculatus Willd.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Celastrus/paniculatus,"Celastrus paniculatus Willd."
wfo-0000592744,"Celastrus hindsii Benth.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Celastrus/hindsii,"Celastrus hindsii Benth."
wfo-0000592823,"Celastrus monospermus Roxb.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Celastrus/monospermus,"Celastrus monospermus Roxb."
wfo-0000592822,"Celastrus monospermoides Loes.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Celastrus/monospermoides,"Celastrus monospermoides Loes."
wfo-0000592955,"Celastrus stylosus Wall.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Celastrus/stylosus,"Celastrus stylosus Wall."
wfo-0000713074,"Gymnosporia stylosa Pierre",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Gymnosporia/stylosa,"Gymnosporia stylosa"
wfo-0000712983,"Gymnosporia marcanii Craib",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Gymnosporia/marcanii,"Gymnosporia marcanii Craib"
wfo-0000712898,"Gymnosporia diversifolia Maxim.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Gymnosporia/diversifolia,"Gymnosporia diversifolia"
wfo-0000712898,"Gymnosporia diversifolia Maxim.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Gymnosporia/diversifolia,"Gymnosporia diversifolia Maxim."
wfo-0000712898,"Gymnosporia diversifolia Maxim.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Gymnosporia/diversifolia,"Gymnosporia diversifolia"
wfo-0000367941,"Microtropis crassifolia Craib",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Microtropis/crassifolia,"Microtropis crassifolia Craib"
wfo-0000375037,"Microtropis bivalvis (Jack) Wall.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Microtropis/bivalvis,"Microtropis bivalvis (Jack) Wall."
,,"2 candidates found.","Microtropis discolor (Wall.) Wall."
wfo-0001292798,"Pleurostylia opposita (Wall.) Alston",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Pleurostylia/opposita,"Pleurostylia opposita (Wall.) Alston"
wfo-0000664949,"Elaeodendron glaucum (Rottb.) Pers.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Elaeodendron/glaucum,"Elaeodendron glaucum (Rottb.) Pers."
wfo-0000665038,"Elaeodendron viburnifolium (Juss.) Merr.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Elaeodendron/viburnifolium,"Elaeodendron viburnifolium (Juss.) Merr."
,,"1 candidates found.","Euonymus indicus Heyne ex Wall."
wfo-0000681676,"Euonymus cochinchinensis Pierre",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Euonymus/cochinchinensis,"Euonymus cochinchinensis Pierre"
wfo-0000681778,"Euonymus glaber Roxb.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Euonymus/glaber,"Euonymus glaber Roxb."
,,"1 candidates found.","Euonymus echinatus Wall"
wfo-0000682083,"Euonymus sootepensis Craib",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Euonymus/sootepensis,"Euonymus sootepensis Craib"
wfo-0000681760,"Euonymus fortunei (Turcz.) Hand.-Mazz.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Euonymus/fortunei,"Euonymus fortunei"
wfo-0000682110,"Euonymus theifolius Wall. ex M.A.Lawson",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Euonymus/theifolius,"Euonymus theifolius Wall. ex M.A.Lawson"
wfo-0000704678,"Glyptopetalum calocarpum (Kurz) Prain",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Glyptopetalum/calocarpum,"Glyptopetalum calocarpum (Kurz) Prain"
wfo-0000704714,"Glyptopetalum subcordatum Ding Hou",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Glyptopetalum/subcordatum,"Glyptopetalum subcordatum Ding Hou"
wfo-0000704707,"Glyptopetalum quadrangulare Prain ex King",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Glyptopetalum/quadrangulare,"Glyptopetalum quadrangulare Prain ex King"
wfo-0000704690,"Glyptopetalum gracilipes Pierre",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Glyptopetalum/gracilipes,"Glyptopetalum gracilipes Pierre"
,,"1 candidates found.","Glyptopetalum sclerocarpum (Kurz) M.A.Lawson"
